MDS1,MDS2,type
1.3340247082787027,0.5132108660698392,amphipod_adult
2.9891520802822193,0.7310245107134402,ascidian_larva
-0.7616135305027074,-0.22176864956844655,balanus.crenatus_cyprid
-0.23979919409155548,-0.65391010462192,balanus.crenatus_nauplius2.3
-0.5867879359116468,-0.31708400020708855,balanus.crenatus_nauplius4.5
0.5107627675373348,-0.6615416028480716,balanus.glandula_cyprid
2.108281402053724,-0.4978099476867949,balanus.glandula_nauplius2.3
1.8585170123931838,-0.11679588626967113,balanus.nubilus_cyprid
3.074604697234801,-1.019157932366457,bivalve_umbo
0.902471023778208,0.5159088666844767,bryozoan_larva
-0.4305895153851329,0.4016095421141218,calanoid_adult
-1.3469337628635272,0.09000731507983392,chaetognath_adult
2.329700977467617,-0.5076645749247303,chthamalus.spp_cyprid
1.603855235771019,0.20367464988704978,chthamalus.spp_nauplius2.3
-0.27403107659672865,0.1658278640915332,chthamalus.spp_nauplius4.5
0.2738289889645601,0.5755986350633117,copepod_metanauplius
1.5549223345614762,0.11998671385450789,copepod_nauplius
1.1581645134585496,-0.40800865536394193,ctenophore_medusa
-0.6005649123207717,-0.5612807876220265,cyclopoid_adult
-1.301027356336111,-0.2246980893706217,diatom_adult
-0.41803496895789294,-0.1525266986137937,egg.large_embryo
0.5256815651816952,-0.5415907031348949,egg.mass_embryo
1.3724701449494061,0.6489504112918875,egg.small_embryo
1.4444455534860965,-0.4240205131674793,emerita.analoga_zoea1
0.6962433654786792,0.018188030322340332,euphausiid_furcilia
-1.7827150341700073,-0.34285116690961503,evadne_adult
2.496216992756515,-0.4472701970911248,foraminiferan_adult
-1.0571758368362154,-0.5794876876069455,foraminiferan_larva
1.854868328655138,-0.44123173577939984,gastropod_trochophore
0.6503619570224909,-0.47168327436602,gastropod_veliger
0.10159615020135182,-0.16645875216989922,harpacticoid_adult
1.2593498660896607,-1.1109366436938912,hemigrapsus.spp_zoea1.3
1.3846819536424024,1.400113741136709,hydroid_adult
-0.13464886744261628,0.387488915585602,isopod_adult
-1.8537880192804082,0.02071791238606559,lithodidae_zoea1.3
0.722478214207337,-0.6426938637038886,medusazoa_medusa
2.2018622491323003,0.7568981219692695,mytilus.spp_umbo
-0.030891026009415623,0.37165393850179634,neotrypaea_zoea1.3
-0.11426356250105496,-0.40527261041205587,oikopleura_larva
2.34132311450728,-0.6382709303709005,ophiuroidea_ophiopluteus
2.278420296028807,-0.3740740161803242,pachygrapsis.crassipes_zoea1.3
-0.6114576875216332,-0.559162442324138,pagurus.spp_zoea1.3
0.0031172212004796362,-0.7036118417762253,pandalus.spp_zoea1.3
-0.913931607972124,-0.18503673748247976,phoronid_larva
0.853626329916484,-0.6058557971775023,pinnotherid_zoea1.3
-1.0451493121667599,-0.45467358035169353,podon_adult
2.781205016228143,-0.4118090219586436,pollicipes.polymerus_cyprid
1.228631066291877,-0.439414801901505,polychaete_metatrochophore
0.4932120633470568,-0.047266754275073666,polychaete_setiger
1.169428821727736,-0.3676525998620613,polychaete_trochophore
0.9481778273031646,-0.28264814349678347,porcellanid_zoea1.3
1.1168888322323323,0.12663779410680878,radiolarian_adult
1.4679939217945326,-0.12411984875537546,strongylocentrotus.spp_echinopluteus
2.2027843529190494,-0.07457452054959636,tintinnid_adult
0.5831899590567925,-0.2341599610458966,upogebia_zoea1.3
