NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Bodega Harbor entrance 
State: CA 
Stationid: 9415625
ReferencedToStationName: San Francisco
ReferencedToStationId: 9414290
HeightOffsetLow: + 0.1
HeightOffsetHigh: + -0.2
TimeOffsetLow: -16
TimeOffsetHigh: -38
Prediction Type: Subordinate
From: 20200801 04:26 - 20200831 22:29
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time		Pred	High/Low
2020/08/28	Fri	02:28 AM	0.06	L
2020/08/28	Fri	09:21 AM	4.58	H
2020/08/28	Fri	02:16 PM	3.13	L
2020/08/28	Fri	07:57 PM	6.05	H
2020/08/29	Sat	03:22 AM	-0.12	L
2020/08/29	Sat	10:10 AM	4.81	H
2020/08/29	Sat	03:14 PM	2.96	L
2020/08/29	Sat	08:53 PM	6.07	H
2020/08/30	Sun	04:09 AM	-0.21	L
2020/08/30	Sun	10:52 AM	4.95	H
2020/08/30	Sun	04:05 PM	2.74	L
2020/08/30	Sun	09:43 PM	6.05	H
2020/08/31	Mon	04:49 AM	-0.19	L
2020/08/31	Mon	11:29 AM	5.02	H
2020/08/31	Mon	04:49 PM	2.51	L
2020/08/31	Mon	10:29 PM	5.95	H
