 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m   Latitude  Longitude      DepSM      Sal00  Density00
 09/20/2019   16:39:04      0.431    12.5108   3.908430    0.00000    0.00000      0.428    33.6455  1025.4415
 09/20/2019   16:39:06      0.386    12.5157   3.908641    0.00000    0.00000      0.383    33.6432  1025.4385
 09/20/2019   16:39:08      0.423    12.5139   3.908901    0.00000    0.00000      0.421    33.6472  1025.4422
 09/20/2019   16:39:10      0.451    12.5166   3.909254    0.00000    0.00000      0.447    33.6482  1025.4425
 09/20/2019   16:39:12      0.416    12.5154   3.909349    0.00000    0.00000      0.413    33.6502  1025.4441
 09/20/2019   16:39:14      0.387    12.5194   3.909526    0.00000    0.00000      0.384    33.6483  1025.4418
 09/20/2019   16:39:16      0.423    12.5205   3.909787    0.00000    0.00000      0.420    33.6498  1025.4429
 09/20/2019   16:39:18      0.445    12.5275   3.910078    0.00000    0.00000      0.442    33.6463  1025.4389
 09/20/2019   16:39:20      0.410    12.5294   3.910228    0.00000    0.00000      0.406    33.6461  1025.4382
 09/20/2019   16:39:22      0.413    12.5290   3.910450    0.00000    0.00000      0.410    33.6486  1025.4402
 09/20/2019   16:39:24      0.400    12.5280   3.910798    0.00000    0.00000      0.397    33.6529  1025.4437
 09/20/2019   16:39:26      0.424    12.5274   3.910945    0.00000    0.00000      0.421    33.6547  1025.4454
 09/20/2019   16:39:28      0.435    12.5285   3.910992    0.00000    0.00000      0.432    33.6542  1025.4448
 09/20/2019   16:39:30      0.431    12.5287   3.910966    0.00000    0.00000      0.428    33.6538  1025.4445
 09/20/2019   16:39:32      0.403    12.5278   3.910799    0.00000    0.00000      0.400    33.6530  1025.4439
 09/20/2019   16:39:34      0.425    12.5247   3.910622    0.00000    0.00000      0.422    33.6540  1025.4453
 09/20/2019   16:39:36      0.398    12.5225   3.910439    0.00000    0.00000      0.395    33.6543  1025.4458
 09/20/2019   16:39:38      0.417    12.5218   3.910261    0.00000    0.00000      0.414    33.6532  1025.4453
 09/20/2019   16:39:40      0.431    12.5194   3.909941    0.00000    0.00000      0.428    33.6523  1025.4451
 09/20/2019   16:39:42      0.439    12.5176   3.909859    0.00000    0.00000      0.436    33.6531  1025.4461
 09/20/2019   16:39:44      0.392    12.5162   3.909652    0.00000    0.00000      0.390    33.6523  1025.4455
 09/20/2019   16:39:46      0.408    12.5153   3.909253    0.00000    0.00000      0.405    33.6494  1025.4435
 09/20/2019   16:39:48      0.418    12.5131   3.909096    0.00000    0.00000      0.415    33.6498  1025.4443
 09/20/2019   16:39:50      0.442    12.5120   3.909056    0.00000    0.00000      0.439    33.6504  1025.4450
 09/20/2019   16:39:52      0.404    12.5120   3.909010    0.00000    0.00000      0.401    33.6500  1025.4446
 09/20/2019   16:39:54      0.411    12.5133   3.909061    0.00000    0.00000      0.408    33.6493  1025.4438
 09/20/2019   16:39:56      0.407    12.5151   3.909121    0.00000    0.00000      0.405    33.6483  1025.4427
 09/20/2019   16:39:58      0.414    12.5153   3.909277    0.00000    0.00000      0.411    33.6496  1025.4437
 09/20/2019   16:40:00      0.421    12.5173   3.909481    0.00000    0.00000      0.418    33.6497  1025.4434
 09/20/2019   16:40:02      0.442    12.5209   3.909595    0.00000    0.00000      0.439    33.6476  1025.4412
 09/20/2019   16:40:04      0.419    12.5230   3.909753    0.00000    0.00000      0.416    33.6473  1025.4404
 09/20/2019   16:40:06      0.400    12.5246   3.909919    0.00000    0.00000      0.397    33.6474  1025.4401
 09/20/2019   16:40:08      0.391    12.5256   3.910035    0.00000    0.00000      0.388    33.6477  1025.4401
 09/20/2019   16:40:10      0.422    12.5263   3.910187    0.00000    0.00000      0.419    33.6485  1025.4407
 09/20/2019   16:40:12      0.436    12.5271   3.910385    0.00000    0.00000      0.433    33.6497  1025.4416
 09/20/2019   16:40:14      0.402    12.5268   3.910529    0.00000    0.00000      0.399    33.6513  1025.4427
 09/20/2019   16:40:16      0.407    12.5301   3.910658    0.00000    0.00000      0.404    33.6495  1025.4407
 09/20/2019   16:40:18      0.423    12.5342   3.910852    0.00000    0.00000      0.420    33.6478  1025.4386
 09/20/2019   16:40:20      0.409    12.5369   3.911102    0.00000    0.00000      0.406    33.6478  1025.4381
 09/20/2019   16:40:22      0.433    12.5381   3.911454    0.00000    0.00000      0.430    33.6500  1025.4397
 09/20/2019   16:40:24      0.415    12.5409   3.911704    0.00000    0.00000      0.412    33.6499  1025.4390
 09/20/2019   16:40:26      0.411    12.5399   3.911878    0.00000    0.00000      0.408    33.6525  1025.4411
 09/20/2019   16:40:28      0.419    12.5401   3.911857    0.00000    0.00000      0.416    33.6522  1025.4409
 09/20/2019   16:40:30      0.431    12.5394   3.911994    0.00000    0.00000      0.428    33.6541  1025.4426
 09/20/2019   16:40:32      0.410    12.5368   3.912050    0.00000    0.00000      0.407    33.6570  1025.4452
 09/20/2019   16:40:34      0.411    12.5368   3.912047    0.00000    0.00000      0.408    33.6569  1025.4452
 09/20/2019   16:40:36      0.433    12.5337   3.911995    0.00000    0.00000      0.430    33.6591  1025.4476
 09/20/2019   16:40:38      0.423    12.5312   3.911813    0.00000    0.00000      0.420    33.6597  1025.4485
 09/20/2019   16:40:40      0.412    12.5288   3.911384    0.00000    0.00000      0.409    33.6577  1025.4474
 09/20/2019   16:40:42      0.394    12.5226   3.910922    0.00000    0.00000      0.391    33.6588  1025.4493
 09/20/2019   16:40:44      0.431    12.5120   3.910209    0.00000    0.00000      0.428    33.6615  1025.4536
 09/20/2019   16:40:46      0.432    12.5070   3.909836    0.00000    0.00000      0.429    33.6624  1025.4553
 09/20/2019   16:40:48      0.416    12.5042   3.909402    0.00000    0.00000      0.413    33.6607  1025.4545
 09/20/2019   16:40:50      0.413    12.4988   3.908971    0.00000    0.00000      0.409    33.6615  1025.4561
 09/20/2019   16:40:52      0.428    12.4946   3.908795    0.00000    0.00000      0.425    33.6635  1025.4585
 09/20/2019   16:40:54      0.418    12.4918   3.908786    0.00000    0.00000      0.415    33.6659  1025.4609
 09/20/2019   16:40:56      0.398    12.4906   3.908457    0.00000    0.00000      0.395    33.6639  1025.4595
 09/20/2019   16:40:58      0.436    12.4841   3.907985    0.00000    0.00000      0.433    33.6651  1025.4619
 09/20/2019   16:41:00      0.402    12.4785   3.907583    0.00000    0.00000      0.399    33.6663  1025.4637
 09/20/2019   16:41:02      0.421    12.4728   3.907058    0.00000    0.00000      0.418    33.6664  1025.4650
 09/20/2019   16:41:04      0.411    12.4651   3.906717    0.00000    0.00000      0.408    33.6700  1025.4692
 09/20/2019   16:41:06      0.425    12.4626   3.906165    0.00000    0.00000      0.422    33.6669  1025.4674
 09/20/2019   16:41:08      0.437    12.4575   3.905711    0.00000    0.00000      0.433    33.6672  1025.4686
 09/20/2019   16:41:10      0.396    12.4526   3.905168    0.00000    0.00000      0.393    33.6664  1025.4687
 09/20/2019   16:41:12      0.411    12.4522   3.904762    0.00000    0.00000      0.408    33.6628  1025.4661
 09/20/2019   16:41:14      0.426    12.4500   3.904432    0.00000    0.00000      0.423    33.6615  1025.4656
 09/20/2019   16:41:16      0.442    12.4483   3.903904    0.00000    0.00000      0.439    33.6580  1025.4633
 09/20/2019   16:41:18      0.395    12.4444   3.903813    0.00000    0.00000      0.392    33.6606  1025.4659
 09/20/2019   16:41:20      0.421    12.4427   3.903188    0.00000    0.00000      0.418    33.6561  1025.4628
 09/20/2019   16:41:22      0.425    12.4394   3.902480    0.00000    0.00000      0.422    33.6523  1025.4605
 09/20/2019   16:41:24      0.400    12.4376   3.902182    0.00000    0.00000      0.397    33.6510  1025.4598
 09/20/2019   16:41:26      0.424    12.4313   3.902041    0.00000    0.00000      0.422    33.6554  1025.4645
 09/20/2019   16:41:28      0.420    12.4301   3.901920    0.00000    0.00000      0.417    33.6553  1025.4646
 09/20/2019   16:41:30      0.418    12.4304   3.901782    0.00000    0.00000      0.415    33.6537  1025.4633
 09/20/2019   16:41:32      0.409    12.4318   3.901821    0.00000    0.00000      0.406    33.6528  1025.4623
 09/20/2019   16:41:34      0.428    12.4351   3.902009    0.00000    0.00000      0.425    33.6516  1025.4608
 09/20/2019   16:41:36      0.401    12.4363   3.902096    0.00000    0.00000      0.398    33.6514  1025.4603
 09/20/2019   16:41:38      0.407    12.4385   3.902195    0.00000    0.00000      0.404    33.6504  1025.4591
 09/20/2019   16:41:40      0.428    12.4392   3.902256    0.00000    0.00000      0.425    33.6503  1025.4590
 09/20/2019   16:41:42      0.423    12.4394   3.902471    0.00000    0.00000      0.420    33.6522  1025.4604
 09/20/2019   16:41:44      0.390    12.4405   3.902651    0.00000    0.00000      0.387    33.6530  1025.4607
 09/20/2019   16:41:46      0.437    12.4416   3.902805    0.00000    0.00000      0.434    33.6535  1025.4611
 09/20/2019   16:41:48      0.395    12.4426   3.902913    0.00000    0.00000      0.392    33.6536  1025.4608
 09/20/2019   16:41:50      0.423    12.4431   3.902966    0.00000    0.00000      0.420    33.6536  1025.4609
 09/20/2019   16:41:52      0.416    12.4433   3.902972    0.00000    0.00000      0.413    33.6535  1025.4607
 09/20/2019   16:41:54      0.395    12.4433   3.902930    0.00000    0.00000      0.392    33.6531  1025.4603
 09/20/2019   16:41:56      0.417    12.4432   3.902880    0.00000    0.00000      0.414    33.6527  1025.4601
 09/20/2019   16:41:58      0.413    12.4409   3.902695    0.00000    0.00000      0.410    33.6530  1025.4607
 09/20/2019   16:42:00      0.425    12.4389   3.902514    0.00000    0.00000      0.422    33.6531  1025.4612
 09/20/2019   16:42:02      0.425    12.4387   3.902419    0.00000    0.00000      0.422    33.6523  1025.4607
 09/20/2019   16:42:04      0.399    12.4347   3.902186    0.00000    0.00000      0.396    33.6537  1025.4624
 09/20/2019   16:42:06      0.408    12.4329   3.902020    0.00000    0.00000      0.404    33.6537  1025.4628
 09/20/2019   16:42:08      0.421    12.4331   3.902017    0.00000    0.00000      0.418    33.6535  1025.4626
 09/20/2019   16:42:10      0.405    12.4333   3.901693    0.00000    0.00000      0.402    33.6502  1025.4600
 09/20/2019   16:42:12      0.375    12.4318   3.901445    0.00000    0.00000      0.372    33.6492  1025.4594
 09/20/2019   16:42:14      0.449    12.4301   3.901121    0.00000    0.00000      0.446    33.6476  1025.4588
 09/20/2019   16:42:16      0.389    12.4247   3.900929    0.00000    0.00000      0.386    33.6507  1025.4619
 09/20/2019   16:42:18      0.420    12.4241   3.900984    0.00000    0.00000      0.418    33.6517  1025.4630
 09/20/2019   16:42:20      0.411    12.4248   3.901087    0.00000    0.00000      0.408    33.6520  1025.4631
 09/20/2019   16:42:22      0.412    12.4264   3.901113    0.00000    0.00000      0.409    33.6509  1025.4618
 09/20/2019   16:42:24      0.420    12.4280   3.901153    0.00000    0.00000      0.417    33.6498  1025.4607
 09/20/2019   16:42:26      0.415    12.4284   3.901291    0.00000    0.00000      0.412    33.6508  1025.4614
 09/20/2019   16:42:28      0.415    12.4304   3.901500    0.00000    0.00000      0.412    33.6510  1025.4612
 09/20/2019   16:42:30      0.415    12.4325   3.901672    0.00000    0.00000      0.412    33.6508  1025.4606
 09/20/2019   16:42:32      0.388    12.4353   3.901827    0.00000    0.00000      0.385    33.6498  1025.4592
 09/20/2019   16:42:34      0.428    12.4363   3.901952    0.00000    0.00000      0.425    33.6500  1025.4594
 09/20/2019   16:42:36      0.406    12.4387   3.902088    0.00000    0.00000      0.403    33.6492  1025.4581
 09/20/2019   16:42:38      0.410    12.4409   3.902362    0.00000    0.00000      0.407    33.6498  1025.4582
 09/20/2019   16:42:40      0.420    12.4444   3.902561    0.00000    0.00000      0.417    33.6487  1025.4567
 09/20/2019   16:42:42      0.408    12.4443   3.902690    0.00000    0.00000      0.404    33.6500  1025.4577
 09/20/2019   16:42:44      0.404    12.4461   3.902813    0.00000    0.00000      0.401    33.6495  1025.4569
 09/20/2019   16:42:46      0.417    12.4479   3.902957    0.00000    0.00000      0.414    33.6493  1025.4565
 09/20/2019   16:42:48      0.406    12.4522   3.903198    0.00000    0.00000      0.403    33.6477  1025.4544
 09/20/2019   16:42:50      0.417    12.4555   3.903471    0.00000    0.00000      0.414    33.6474  1025.4536
 09/20/2019   16:42:52      0.424    12.4548   3.903746    0.00000    0.00000      0.421    33.6507  1025.4563
 09/20/2019   16:42:54      0.391    12.4537   3.903953    0.00000    0.00000      0.388    33.6536  1025.4586
 09/20/2019   16:42:56      0.413    12.4573   3.904085    0.00000    0.00000      0.410    33.6518  1025.4566
 09/20/2019   16:42:58      0.425    12.4597   3.904191    0.00000    0.00000      0.422    33.6506  1025.4553
 09/20/2019   16:43:00      0.402    12.4614   3.904387    0.00000    0.00000      0.399    33.6509  1025.4551
 09/20/2019   16:43:02      0.423    12.4622   3.904442    0.00000    0.00000      0.420    33.6507  1025.4549
 09/20/2019   16:43:04      0.418    12.4645   3.904678    0.00000    0.00000      0.415    33.6509  1025.4546
 09/20/2019   16:43:06      0.410    12.4658   3.904873    0.00000    0.00000      0.407    33.6516  1025.4548
 09/20/2019   16:43:08      0.420    12.4691   3.905085    0.00000    0.00000      0.417    33.6507  1025.4535
 09/20/2019   16:43:10      0.385    12.4722   3.905193    0.00000    0.00000      0.381    33.6490  1025.4514
 09/20/2019   16:43:12      0.429    12.4734   3.905275    0.00000    0.00000      0.426    33.6487  1025.4511
 09/20/2019   16:43:14      0.416    12.4731   3.905387    0.00000    0.00000      0.412    33.6501  1025.4523
 09/20/2019   16:43:16      0.440    12.4727   3.905389    0.00000    0.00000      0.437    33.6504  1025.4527
 09/20/2019   16:43:18      0.384    12.4737   3.905505    0.00000    0.00000      0.381    33.6507  1025.4524
 09/20/2019   16:43:20      0.427    12.4737   3.905540    0.00000    0.00000      0.424    33.6510  1025.4528
 09/20/2019   16:43:22      0.418    12.4725   3.905577    0.00000    0.00000      0.415    33.6524  1025.4542
 09/20/2019   16:43:24      0.414    12.4722   3.905544    0.00000    0.00000      0.411    33.6524  1025.4542
 09/20/2019   16:43:26      0.417    12.4719   3.905549    0.00000    0.00000      0.414    33.6527  1025.4545
 09/20/2019   16:43:28      0.424    12.4699   3.905553    0.00000    0.00000      0.421    33.6545  1025.4563
 09/20/2019   16:43:30      0.397    12.4666   3.905472    0.00000    0.00000      0.394    33.6567  1025.4585
 09/20/2019   16:43:32      0.407    12.4642   3.905292    0.00000    0.00000      0.404    33.6571  1025.4593
 09/20/2019   16:43:34      0.451    12.4601   3.905012    0.00000    0.00000      0.448    33.6581  1025.4612
 09/20/2019   16:43:36      0.410    12.4556   3.904597    0.00000    0.00000      0.407    33.6581  1025.4618
 09/20/2019   16:43:38      0.405    12.4493   3.904392    0.00000    0.00000      0.402    33.6618  1025.4659
 09/20/2019   16:43:40      0.411    12.4523   3.904217    0.00000    0.00000      0.408    33.6575  1025.4620
 09/20/2019   16:43:42      0.415    12.4485   3.903788    0.00000    0.00000      0.412    33.6567  1025.4621
 09/20/2019   16:43:44      0.439    12.4405   3.903320    0.00000    0.00000      0.436    33.6594  1025.4658
 09/20/2019   16:43:46      0.402    12.4309   3.902788    0.00000    0.00000      0.398    33.6629  1025.4702
 09/20/2019   16:43:48      0.411    12.4307   3.902341    0.00000    0.00000      0.408    33.6588  1025.4671
 09/20/2019   16:43:50      0.427    12.4294   3.902020    0.00000    0.00000      0.423    33.6569  1025.4660
 09/20/2019   16:43:52      0.394    12.4267   3.901448    0.00000    0.00000      0.391    33.6538  1025.4640
 09/20/2019   16:43:54      0.420    12.4216   3.900895    0.00000    0.00000      0.417    33.6530  1025.4645
 09/20/2019   16:43:56      0.423    12.4144   3.900301    0.00000    0.00000      0.420    33.6538  1025.4665
 09/20/2019   16:43:58      0.408    12.4161   3.899467    0.00000    0.00000      0.405    33.6443  1025.4587
 09/20/2019   16:44:00      0.437    12.4078   3.898648    0.00000    0.00000      0.434    33.6438  1025.4601
 09/20/2019   16:44:02      0.417    12.3947   3.898145    0.00000    0.00000      0.414    33.6507  1025.4679
 09/20/2019   16:44:04      0.408    12.3925   3.897900    0.00000    0.00000      0.405    33.6504  1025.4680
 09/20/2019   16:44:06      0.421    12.3935   3.897902    0.00000    0.00000      0.418    33.6495  1025.4671
 09/20/2019   16:44:08      0.427    12.3940   3.898091    0.00000    0.00000      0.425    33.6509  1025.4681
 09/20/2019   16:44:10      0.417    12.3990   3.898283    0.00000    0.00000      0.414    33.6482  1025.4651
 09/20/2019   16:44:12      0.410    12.4056   3.898431    0.00000    0.00000      0.407    33.6437  1025.4603
 09/20/2019   16:44:14      0.407    12.4110   3.898624    0.00000    0.00000      0.404    33.6407  1025.4569
 09/20/2019   16:44:16      0.453    12.4127   3.898907    0.00000    0.00000      0.450    33.6419  1025.4577
 09/20/2019   16:44:18      0.394    12.4176   3.899234    0.00000    0.00000      0.391    33.6407  1025.4556
 09/20/2019   16:44:20      0.409    12.4173   3.899399    0.00000    0.00000      0.405    33.6425  1025.4571
 09/20/2019   16:44:22      0.429    12.4233   3.900052    0.00000    0.00000      0.426    33.6434  1025.4567
 09/20/2019   16:44:24      0.430    12.4296   3.900595    0.00000    0.00000      0.428    33.6430  1025.4552
 09/20/2019   16:44:26      0.406    12.4388   3.901204    0.00000    0.00000      0.403    33.6406  1025.4514
 09/20/2019   16:44:28      0.409    12.4468   3.901886    0.00000    0.00000      0.406    33.6400  1025.4495
 09/20/2019   16:44:30      0.414    12.4528   3.902567    0.00000    0.00000      0.411    33.6412  1025.4492
 09/20/2019   16:44:32      0.437    12.4629   3.903355    0.00000    0.00000      0.434    33.6397  1025.4462
 09/20/2019   16:44:34      0.418    12.4676   3.903742    0.00000    0.00000      0.415    33.6392  1025.4448
 09/20/2019   16:44:36      0.420    12.4727   3.904493    0.00000    0.00000      0.417    33.6418  1025.4459
 09/20/2019   16:44:38      0.389    12.4735   3.905077    0.00000    0.00000      0.386    33.6467  1025.4494
 09/20/2019   16:44:40      0.441    12.4778   3.905743    0.00000    0.00000      0.438    33.6493  1025.4508
 09/20/2019   16:44:42      0.424    12.4827   3.905956    0.00000    0.00000      0.421    33.6469  1025.4479
 09/20/2019   16:44:44      0.409    12.4839   3.905835    0.00000    0.00000      0.406    33.6447  1025.4459
 09/20/2019   16:44:46      0.413    12.4824   3.905766    0.00000    0.00000      0.410    33.6454  1025.4468
 09/20/2019   16:44:48      0.407    12.4812   3.905488    0.00000    0.00000      0.404    33.6437  1025.4457
 09/20/2019   16:44:50      0.434    12.4770   3.905463    0.00000    0.00000      0.431    33.6473  1025.4494
 09/20/2019   16:44:52      0.413    12.4756   3.905366    0.00000    0.00000      0.410    33.6476  1025.4498
 09/20/2019   16:44:54      0.423    12.4749   3.905364    0.00000    0.00000      0.420    33.6482  1025.4505
 09/20/2019   16:44:56      0.408    12.4741   3.905240    0.00000    0.00000      0.405    33.6477  1025.4502
 09/20/2019   16:44:58      0.433    12.4730   3.905241    0.00000    0.00000      0.430    33.6488  1025.4513
 09/20/2019   16:45:00      0.410    12.4720   3.905239    0.00000    0.00000      0.407    33.6496  1025.4520
 09/20/2019   16:45:02      0.418    12.4710   3.905255    0.00000    0.00000      0.415    33.6506  1025.4531
 09/20/2019   16:45:04      0.406    12.4700   3.905226    0.00000    0.00000      0.403    33.6513  1025.4537
 09/20/2019   16:45:06      0.415    12.4675   3.905292    0.00000    0.00000      0.412    33.6541  1025.4565
 09/20/2019   16:45:08      0.433    12.4678   3.905278    0.00000    0.00000      0.430    33.6537  1025.4562
 09/20/2019   16:45:10      0.411    12.4640   3.905313    0.00000    0.00000      0.408    33.6575  1025.4597
 09/20/2019   16:45:12      0.416    12.4621   3.905344    0.00000    0.00000      0.413    33.6595  1025.4616
 09/20/2019   16:45:14      0.424    12.4564   3.905177    0.00000    0.00000      0.421    33.6630  1025.4655
 09/20/2019   16:45:16      0.422    12.4491   3.904818    0.00000    0.00000      0.419    33.6661  1025.4693
 09/20/2019   16:45:18      0.414    12.4471   3.904336    0.00000    0.00000      0.411    33.6632  1025.4675
 09/20/2019   16:45:20      0.418    12.4401   3.903673    0.00000    0.00000      0.415    33.6631  1025.4687
 09/20/2019   16:45:22      0.418    12.4379   3.903087    0.00000    0.00000      0.414    33.6595  1025.4664
 09/20/2019   16:45:24      0.413    12.4242   3.902432    0.00000    0.00000      0.410    33.6655  1025.4736
 09/20/2019   16:45:26      0.419    12.4164   3.901910    0.00000    0.00000      0.416    33.6674  1025.4767
 09/20/2019   16:45:28      0.422    12.4097   3.901400    0.00000    0.00000      0.419    33.6686  1025.4789
 09/20/2019   16:45:30      0.399    12.4021   3.900662    0.00000    0.00000      0.396    33.6684  1025.4800
 09/20/2019   16:45:32      0.421    12.3986   3.899996    0.00000    0.00000      0.418    33.6651  1025.4783
 09/20/2019   16:45:34      0.420    12.3945   3.899659    0.00000    0.00000      0.417    33.6655  1025.4794
 09/20/2019   16:45:36      0.421    12.3844   3.899168    0.00000    0.00000      0.419    33.6698  1025.4847
 09/20/2019   16:45:38      0.416    12.3767   3.898772    0.00000    0.00000      0.412    33.6729  1025.4886
 09/20/2019   16:45:40      0.402    12.3654   3.897976    0.00000    0.00000      0.399    33.6754  1025.4926
 09/20/2019   16:45:42      0.412    12.3598   3.897424    0.00000    0.00000      0.409    33.6752  1025.4935
 09/20/2019   16:45:44      0.414    12.3558   3.896614    0.00000    0.00000      0.411    33.6709  1025.4910
 09/20/2019   16:45:46      0.439    12.3495   3.896208    0.00000    0.00000      0.436    33.6726  1025.4936
 09/20/2019   16:45:48      0.408    12.3438   3.895996    0.00000    0.00000      0.405    33.6758  1025.4970
 09/20/2019   16:45:50      0.408    12.3393   3.894786    0.00000    0.00000      0.405    33.6682  1025.4920
 09/20/2019   16:45:52      0.410    12.3349   3.894079    0.00000    0.00000      0.407    33.6653  1025.4906
 09/20/2019   16:45:54      0.416    12.3287   3.893511    0.00000    0.00000      0.413    33.6654  1025.4919
 09/20/2019   16:45:56      0.431    12.3210   3.892427    0.00000    0.00000      0.428    33.6618  1025.4907
 09/20/2019   16:45:58      0.415    12.3067   3.891765    0.00000    0.00000      0.412    33.6683  1025.4984
 09/20/2019   16:46:00      0.403    12.3085   3.891574    0.00000    0.00000      0.400    33.6649  1025.4954
 09/20/2019   16:46:02      0.414    12.3075   3.890860    0.00000    0.00000      0.411    33.6588  1025.4909
 09/20/2019   16:46:04      0.439    12.2992   3.890168    0.00000    0.00000      0.436    33.6597  1025.4933
 09/20/2019   16:46:06      0.404    12.2940   3.890136    0.00000    0.00000      0.401    33.6640  1025.4974
 09/20/2019   16:46:08      0.406    12.2977   3.890204    0.00000    0.00000      0.403    33.6614  1025.4947
 09/20/2019   16:46:10      0.420    12.3005   3.890341    0.00000    0.00000      0.417    33.6601  1025.4933
 09/20/2019   16:46:12      0.425    12.3012   3.890450    0.00000    0.00000      0.422    33.6606  1025.4935
 09/20/2019   16:46:14      0.417    12.3028   3.890609    0.00000    0.00000      0.414    33.6607  1025.4932
 09/20/2019   16:46:16      0.405    12.3032   3.890547    0.00000    0.00000      0.402    33.6597  1025.4923
 09/20/2019   16:46:18      0.412    12.3033   3.890667    0.00000    0.00000      0.409    33.6608  1025.4933
 09/20/2019   16:46:20      0.441    12.3048   3.890862    0.00000    0.00000      0.438    33.6613  1025.4934
 09/20/2019   16:46:22      0.390    12.3076   3.891000    0.00000    0.00000      0.387    33.6601  1025.4917
 09/20/2019   16:46:24      0.419    12.3100   3.891074    0.00000    0.00000      0.416    33.6587  1025.4903
 09/20/2019   16:46:26      0.437    12.3112   3.891175    0.00000    0.00000      0.434    33.6586  1025.4901
 09/20/2019   16:46:28      0.403    12.3129   3.891149    0.00000    0.00000      0.400    33.6568  1025.4882
 09/20/2019   16:46:30      0.417    12.3133   3.891008    0.00000    0.00000      0.414    33.6551  1025.4869
 09/20/2019   16:46:32      0.422    12.3130   3.890911    0.00000    0.00000      0.419    33.6544  1025.4864
 09/20/2019   16:46:34      0.426    12.3128   3.890861    0.00000    0.00000      0.423    33.6541  1025.4863
 09/20/2019   16:46:36      0.408    12.3134   3.890858    0.00000    0.00000      0.405    33.6536  1025.4857
 09/20/2019   16:46:38      0.410    12.3138   3.890917    0.00000    0.00000      0.407    33.6538  1025.4858
 09/20/2019   16:46:40      0.420    12.3143   3.890947    0.00000    0.00000      0.417    33.6536  1025.4856
 09/20/2019   16:46:42      0.418    12.3154   3.891113    0.00000    0.00000      0.415    33.6542  1025.4858
 09/20/2019   16:46:44      0.426    12.3172   3.891258    0.00000    0.00000      0.423    33.6540  1025.4853
 09/20/2019   16:46:46      0.408    12.3183   3.891345    0.00000    0.00000      0.405    33.6538  1025.4849
 09/20/2019   16:46:48      0.423    12.3201   3.891535    0.00000    0.00000      0.420    33.6541  1025.4848
 09/20/2019   16:46:50      0.418    12.3218   3.891708    0.00000    0.00000      0.415    33.6542  1025.4846
 09/20/2019   16:46:52      0.415    12.3239   3.891948    0.00000    0.00000      0.412    33.6546  1025.4845
 09/20/2019   16:46:54      0.409    12.3256   3.892128    0.00000    0.00000      0.406    33.6548  1025.4843
 09/20/2019   16:46:56      0.425    12.3278   3.892273    0.00000    0.00000      0.422    33.6542  1025.4835
 09/20/2019   16:46:58      0.423    12.3299   3.892358    0.00000    0.00000      0.420    33.6532  1025.4823
 09/20/2019   16:47:00      0.428    12.3327   3.892449    0.00000    0.00000      0.425    33.6515  1025.4804
 09/20/2019   16:47:02      0.404    12.3357   3.892542    0.00000    0.00000      0.401    33.6498  1025.4784
 09/20/2019   16:47:04      0.409    12.3367   3.892684    0.00000    0.00000      0.406    33.6502  1025.4786
 09/20/2019   16:47:06      0.433    12.3423   3.892889    0.00000    0.00000      0.430    33.6472  1025.4753
 09/20/2019   16:47:08      0.396    12.3455   3.893017    0.00000    0.00000      0.393    33.6455  1025.4732
 09/20/2019   16:47:10      0.420    12.3481   3.893377    0.00000    0.00000      0.417    33.6466  1025.4737
 09/20/2019   16:47:12      0.432    12.3535   3.893959    0.00000    0.00000      0.429    33.6474  1025.4733
 09/20/2019   16:47:14      0.425    12.3641   3.894405    0.00000    0.00000      0.422    33.6422  1025.4672
 09/20/2019   16:47:16      0.408    12.3711   3.894819    0.00000    0.00000      0.405    33.6399  1025.4639
 09/20/2019   16:47:18      0.405    12.3764   3.895309    0.00000    0.00000      0.402    33.6399  1025.4629
 09/20/2019   16:47:20      0.446    12.3826   3.896111    0.00000    0.00000      0.443    33.6420  1025.4636
 09/20/2019   16:47:22      0.410    12.3853   3.896191    0.00000    0.00000      0.407    33.6404  1025.4616
 09/20/2019   16:47:24      0.414    12.3843   3.896880    0.00000    0.00000      0.411    33.6479  1025.4676
 09/20/2019   16:47:26      0.418    12.3944   3.897388    0.00000    0.00000      0.415    33.6437  1025.4625
 09/20/2019   16:47:28      0.415    12.3962   3.897683    0.00000    0.00000      0.412    33.6449  1025.4631
 09/20/2019   16:47:30      0.422    12.3957   3.897949    0.00000    0.00000      0.419    33.6480  1025.4656
 09/20/2019   16:47:32      0.417    12.4002   3.898190    0.00000    0.00000      0.414    33.6462  1025.4633
 09/20/2019   16:47:34      0.418    12.4045   3.898742    0.00000    0.00000      0.415    33.6477  1025.4636
 09/20/2019   16:47:36      0.421    12.4104   3.899058    0.00000    0.00000      0.418    33.6454  1025.4608
 09/20/2019   16:47:38      0.408    12.4115   3.899226    0.00000    0.00000      0.405    33.6460  1025.4610
 09/20/2019   16:47:40      0.429    12.4093   3.899479    0.00000    0.00000      0.426    33.6504  1025.4649
 09/20/2019   16:47:42      0.409    12.4100   3.899630    0.00000    0.00000      0.406    33.6513  1025.4654
 09/20/2019   16:47:44      0.417    12.4098   3.899806    0.00000    0.00000      0.414    33.6531  1025.4668
 09/20/2019   16:47:46      0.432    12.4169   3.900183    0.00000    0.00000      0.429    33.6505  1025.4635
