year,month,day,39N,38N
1994,6,2,0.93,0.427
1994,6,3,0.359,0.018
1994,6,4,0.493,0.046
1994,6,5,0.072,-0.133
1994,6,6,0.322,0.325
1994,6,7,1.325,1.571
1994,6,8,1.286,1.108
1994,6,9,1.515,0.666
1994,6,10,1.545,0.578
1994,6,11,1.821,1.12
1994,6,12,1.128,1.022
1994,6,13,0.322,0.655
1994,6,14,2.828,1.874
1994,6,15,2.012,1.089
1994,6,16,1.754,0.677
1994,6,17,1.936,0.912
1994,6,18,1.826,0.984
1994,6,19,1.017,0.329
1994,6,20,1.052,0.263
1994,6,21,1.425,0.702
1994,6,22,0.605,-0.012
1994,6,23,1.245,1.118
1994,6,24,2.411,1.383
1994,6,25,2.549,1.858
1994,6,26,2.701,2.192
1994,6,27,1.778,1.156
1994,6,28,1.311,0.844
1994,6,29,2.659,2
1994,6,30,2.146,1.442
1994,7,1,1.163,0.611
1994,7,2,0.749,0.518
1994,7,3,1.658,0.698
1994,7,4,1.827,0.744
1994,7,5,2.851,0.884
1994,7,6,1.431,0.422
1994,7,7,0.691,0.312
1994,7,8,0.58,-0.011
1994,7,9,0.199,-0.433
1994,7,10,0.309,-0.425
1994,7,11,1.343,0.49
1994,7,12,1.715,1.068
1994,7,13,1.785,1.014
1994,7,14,2.398,1.156
1994,7,15,2.032,0.918
1994,7,16,1.03,0.215
1994,7,17,0.477,-0.171
1994,7,18,0.278,-0.472
1994,7,19,-0.408,-0.755
1994,7,20,-0.139,-0.221
1994,7,21,0.45,0.005
1994,7,22,-0.5,-0.662
1994,7,23,-0.531,-0.139
1994,7,24,-0.299,0.293
1994,7,25,0.273,-0.117
1994,7,26,1.094,0.771
1994,7,27,1.455,1.236
1994,7,28,1.883,1.247
1994,7,29,0.723,0.352
1994,7,30,1.572,0.911
1994,7,31,1.285,0.885
1994,8,1,0.915,0.987
1994,8,2,0.408,0.862
1994,8,3,0.425,0.765
1994,8,4,1.201,1.033
1994,8,5,2.63,1.751
1994,8,6,2.186,1.549
1994,8,7,0.493,0.635
1994,8,8,0.742,0.757
1994,8,9,0.2,0.195
1994,8,10,-0.393,-0.267
1994,8,11,0.406,0.08
1994,8,12,1.368,0.926
1994,8,13,0.432,0.07
1994,8,14,0.971,0.89
1994,8,15,2.3,1.939
1994,8,16,2.861,2.307
1994,8,17,0.803,0.071
1994,8,18,0.403,-0.167
1994,8,19,1.21,0.741
1994,8,20,2.026,1.459
1994,8,21,1.508,0.991
1994,8,22,0.36,0.062
1994,8,23,0.664,0.37
1994,8,24,0.607,0.319
1994,8,25,0.149,-0.274
1994,8,26,-0.029,-0.137
1994,8,27,0.277,-0.112
1994,8,28,0.021,-0.136
1994,8,29,1.549,1.117
1994,8,30,2.112,1.244
1994,8,31,2.033,1.071
1994,9,1,1.479,0.897
1994,9,2,1.228,0.925
1994,9,3,0.639,0.467
1994,9,4,0.746,0.461
1994,9,5,1.158,0.502
1994,9,6,1.039,0.54
1994,9,7,0.035,-0.34
1994,9,8,0.101,0.068
1994,9,9,0.3,0.253
1994,9,10,0.882,0.784
1994,9,11,0.701,0.299
1994,9,12,0.757,0.425
1994,9,13,1.224,0.85
1994,9,14,0.763,0.586
1994,9,15,0.903,0.395
1994,9,16,0.506,0.237
1994,9,17,0.244,-0.078
1994,9,18,0.655,0.295
1994,9,19,1.091,0.61
1994,9,20,1.312,0.8
1994,9,21,1.263,0.871
1994,9,22,-0.108,-0.23
1994,9,23,0.455,0.312
1994,9,24,0.59,0.37
1994,9,25,0.105,-0.023
1994,9,26,-0.051,-0.159
1994,9,27,-0.095,-0.201
1994,9,28,-0.173,-0.231
1994,9,29,-0.024,-0.101
1994,9,30,1.478,0.995
1994,10,1,1.057,0.512
1994,10,2,0.569,0.178
1994,10,3,1.308,0.573
1994,10,4,0.07,-0.216
1994,10,5,-0.238,-0.105
1994,10,6,0.752,0.39
1994,10,7,0.251,-0.083
1994,10,8,0.334,0.123
1994,10,9,0.337,0.201
1994,10,10,1.182,0.837
1994,10,11,3.168,2.035
1994,10,12,3.136,2.65
1994,10,13,4.053,3.041
1994,10,14,2.311,1.973
1994,10,15,2.732,2.406
1994,10,16,1.164,-0.077
1994,10,17,0.17,-0.687
1994,10,18,0.39,0.162
1994,10,19,0.236,-0.001
1994,10,20,0.323,0.214
1994,10,21,0.706,0.411
1994,10,22,1.323,0.232
1994,10,23,0.399,-0.401
1994,10,24,-0.199,-0.189
1994,10,25,0.313,0.106
1994,10,26,0.781,0.64
1994,10,27,0.271,0.265
1994,10,28,1.334,1.12
1994,10,29,4.918,3.23
1994,10,30,2.935,1.803
1994,10,31,-0.143,-0.15
1994,11,1,0.59,0.273
1994,11,2,1.661,1.945
1994,11,3,0.6,0.357
1994,11,4,-1.198,-1.214
1994,11,5,-0.489,-0.895
1994,11,6,0.286,0.082
1994,11,7,2.207,1.519
1994,11,8,0.761,0.483
1994,11,9,-0.002,-0.234
1994,11,10,-0.175,-0.349
1994,11,11,0.183,-0.161
1994,11,12,1.728,1.247
1994,11,13,0.493,0.41
1994,11,14,-0.026,-0.19
1994,11,15,-0.023,0.074
1994,11,16,2.282,2.032
1994,11,17,2.243,0.844
1994,11,18,2.764,2.329
1994,11,19,0.06,-0.144
1994,11,20,0.327,-0.481
1994,11,21,0.375,0.519
1994,11,22,-1.151,-0.581
1994,11,23,-0.334,-0.025
1994,11,24,-0.19,-0.022
1994,11,25,0.451,0.144
1994,11,26,0.826,1.101
1994,11,27,-0.352,-0.744
1994,11,28,-0.082,-0.579
1994,11,29,-0.257,-0.188
1994,11,30,0.17,-0.411
1994,12,1,0.189,-0.044
1994,12,2,0.124,-0.031
1994,12,3,0.63,-0.303
1994,12,4,1.506,0.914
1994,12,5,-0.09,-0.158
1994,12,6,0.054,-0.177
1994,12,7,0.991,0.563
1994,12,8,0.748,0.288
1994,12,9,-0.216,-0.747
1994,12,10,-0.463,-0.413
1994,12,11,-0.479,-0.37
1994,12,12,0.31,0.138
1994,12,13,-0.047,-0.369
1994,12,14,0.125,-0.109
1994,12,15,-0.101,-0.313
1994,12,16,-0.341,-0.719
1994,12,17,-0.494,-0.761
1994,12,18,-0.194,-0.733
1994,12,19,-0.858,-0.829
1994,12,20,-1.344,-0.938
1994,12,21,-0.144,-0.525
1994,12,22,0.232,-0.457
1994,12,23,-0.561,-0.344
1994,12,24,2.095,1.207
1994,12,25,2.734,2.221
1994,12,26,0.636,-0.509
1994,12,27,-0.587,-0.956
1994,12,28,1.054,0.659
1994,12,29,0.38,-0.529
1994,12,30,-1.559,-1.23
1994,12,31,-2.213,-1.403
1995,1,1,-1.269,-0.906
1995,1,2,-2.881,-1.588
1995,1,3,-0.996,-0.756
1995,1,4,-1.793,-1.014
1995,1,5,1.72,1.023
1995,1,6,-2.884,-1.804
1995,1,7,-4.27,-3.6
1995,1,8,-4.029,-3.797
1995,1,9,-5.34,-5.502
1995,1,10,-1.743,-1.385
1995,1,11,-1.838,-1.12
1995,1,12,-0.384,-0.257
1995,1,13,-1.608,-1.07
1995,1,14,-0.514,0.127
1995,1,15,0.891,0.868
1995,1,16,0.889,0.803
1995,1,17,-0.343,-0.182
1995,1,18,-1.234,-0.729
1995,1,19,-1.496,-1.053
1995,1,20,-1.492,-1.184
1995,1,21,-1.036,-0.638
1995,1,22,-1.885,-1.226
1995,1,23,-0.639,-0.659
1995,1,24,-0.338,-0.449
1995,1,25,1.019,0.366
1995,1,26,-0.2,-0.462
1995,1,27,-0.256,-0.399
1995,1,28,-0.43,-0.348
1995,1,29,-0.829,-0.459
1995,1,30,-1.194,-0.547
1995,1,31,-0.706,-0.507
1995,2,1,0.149,-0.396
1995,2,2,0.324,-0.457
1995,2,3,0.187,-0.223
1995,2,4,0.209,-0.264
1995,2,5,0.413,-0.181
1995,2,6,0.572,-0.01
1995,2,7,0.685,0.023
1995,2,8,0.668,0.194
1995,2,9,0.271,0.099
1995,2,10,0.337,-0.048
1995,2,11,0.585,0.058
1995,2,12,0.214,-0.096
1995,2,13,0.733,0.124
1995,2,14,1.204,1.022
1995,2,15,1.353,1.05
1995,2,16,0.104,-0.318
1995,2,17,-0.157,-0.277
1995,2,18,-0.19,-0.098
1995,2,19,-0.141,-0.283
1995,2,20,-0.224,0.025
1995,2,21,1.243,0.56
1995,2,22,0.776,0.185
1995,2,23,0.041,-0.039
1995,2,24,0.041,-0.134
1995,2,25,-0.192,-0.396
1995,2,26,-0.467,-0.251
1995,2,27,-0.167,-0.233
1995,2,28,-0.178,-0.231
1995,3,1,-0.109,-0.277
1995,3,2,-0.179,-0.198
1995,3,3,-0.005,-0.011
1995,3,4,-0.228,-0.254
1995,3,5,0.274,0.068
1995,3,6,0.111,0.271
1995,3,7,-0.503,-0.118
1995,3,8,-3.498,-2.536
1995,3,9,-3.315,-2.222
1995,3,10,-1.082,-1.422
1995,3,11,0.438,-0.187
1995,3,12,0.087,-0.19
1995,3,13,-1.18,-1.68
1995,3,14,-1.492,-0.862
1995,3,15,0.61,0.52
1995,3,16,1.742,0.739
1995,3,17,0.6,-0.136
1995,3,18,0.606,-0.021
1995,3,19,1.129,0.068
1995,3,20,0.216,-0.275
1995,3,21,0.51,0.588
1995,3,22,0.121,0.282
1995,3,23,2.078,1.021
1995,3,24,2.471,1.929
1995,3,25,2.683,1.436
1995,3,26,0.967,0.345
1995,3,27,0.522,0.185
1995,3,28,0.379,0.257
1995,3,29,0.417,-0.124
1995,3,30,0.093,-0.025
1995,3,31,0.272,0.05
1995,4,1,2.61,1.991
1995,4,2,2.167,1.444
1995,4,3,0.266,-0.019
1995,4,4,0.796,0.702
1995,4,5,0.689,0.16
1995,4,6,-0.252,-0.537
1995,4,7,0.103,-0.115
1995,4,8,1.183,0.666
1995,4,9,2.416,2.202
1995,4,10,1.844,1.16
1995,4,11,0.345,-0.103
1995,4,12,-0.558,-0.358
1995,4,13,2.126,0.817
1995,4,14,3.622,3.223
1995,4,15,3.311,2.231
1995,4,16,3.577,1.453
1995,4,17,2.024,0.805
1995,4,18,5.233,3.654
1995,4,19,2.755,1.32
1995,4,20,2.113,0.84
1995,4,21,1.614,0.357
1995,4,22,0.045,0.01
1995,4,23,0.062,-0.105
1995,4,24,0.2,0.571
1995,4,25,0.734,0.896
1995,4,26,0.297,0.095
1995,4,27,-0.601,-0.228
1995,4,28,-0.562,-0.25
1995,4,29,-0.147,-0.205
1995,4,30,-0.381,-0.247
1995,5,1,-0.339,-0.223
1995,5,2,0.762,0.439
1995,5,3,1.703,1.254
1995,5,4,3.523,2.518
1995,5,5,3.48,2.628
1995,5,6,3.251,2.083
1995,5,7,0.537,-0.548
1995,5,8,0.028,-0.386
1995,5,9,0.042,-0.05
1995,5,10,0.837,0.638
1995,5,11,1.224,0.913
1995,5,12,0.084,-0.139
1995,5,13,2.416,1.357
1995,5,14,0.087,0.112
1995,5,15,-0.062,0.071
1995,5,16,1.176,0.709
1995,5,17,2.323,1.392
1995,5,18,2.384,1.393
1995,5,19,1.099,0.55
1995,5,20,0.769,0.132
1995,5,21,1.007,0.35
1995,5,22,2.728,1.561
1995,5,23,3.569,1.954
1995,5,24,3.169,1.153
1995,5,25,1.782,0.594
1995,5,26,1.487,0.66
1995,5,27,2.276,1.186
1995,5,28,2.114,1.093
1995,5,29,1.24,0.543
1995,5,30,0.759,0.261
1995,5,31,1.248,0.74
1995,6,1,2.162,1.332
1995,6,2,2.132,0.967
1995,6,3,1.558,1.112
1995,6,4,0.491,0.2
1995,6,5,2.121,1.78
1995,6,6,3.749,3.222
1995,6,7,3.482,1.715
1995,6,8,0.611,-0.407
1995,6,9,0.386,-0.149
1995,6,10,-0.22,-0.466
1995,6,11,0.389,0.115
1995,6,12,1.135,0.863
1995,6,13,0.868,0.605
1995,6,14,-0.441,-0.405
1995,6,15,1.32,0.781
1995,6,16,2.592,1.593
1995,6,17,1.041,0.752
1995,6,18,0.218,0.115
1995,6,19,1.182,0.975
1995,6,20,2.294,1.616
1995,6,21,1.88,1.189
1995,6,22,1.898,1.063
1995,6,23,2.07,1.266
1995,6,24,2.186,1.148
1995,6,25,1.597,0.464
1995,6,26,0.984,0.277
1995,6,27,0.468,0.026
1995,6,28,0.273,-0.009
1995,6,29,-0.113,-0.288
1995,6,30,-0.108,-0.3
1995,7,1,0.001,-0.215
1995,7,2,0.049,-0.112
1995,7,3,0.834,0.356
1995,7,4,1.533,0.743
1995,7,5,1.158,0.547
1995,7,6,0.488,-0.025
1995,7,7,0.439,0.175
1995,7,8,1.007,0.472
1995,7,9,-0.233,-0.309
1995,7,10,0.836,0.549
1995,7,11,1.351,0.609
1995,7,12,1.495,0.807
1995,7,13,2.661,1.614
1995,7,14,2.794,1.473
1995,7,15,2.097,0.714
1995,7,16,0.408,0.044
1995,7,17,0.208,-0.1
1995,7,18,0.062,0.081
1995,7,19,0.578,0.325
1995,7,20,-0.067,-0.166
1995,7,21,0.013,-0.104
1995,7,22,-0.259,-0.388
1995,7,23,0.256,0.533
1995,7,24,0.911,0.865
1995,7,25,1.012,1.096
1995,7,26,0.786,1.017
1995,7,27,0.526,0.258
1995,7,28,0.21,0.034
1995,7,29,1.874,1.292
1995,7,30,2.512,1.64
1995,7,31,-0.231,-0.252
1995,8,1,0.194,0.015
1995,8,2,1.817,0.554
1995,8,3,2.362,1.129
1995,8,4,1.518,0.797
1995,8,5,1.245,0.469
1995,8,6,1.34,0.773
1995,8,7,2.483,1.138
1995,8,8,2.984,1.797
1995,8,9,1.578,0.514
1995,8,10,0.833,0.48
1995,8,11,1.759,0.926
1995,8,12,1.781,0.954
1995,8,13,1.876,1.145
1995,8,14,1.95,1.091
1995,8,15,1.418,0.752
1995,8,16,0.862,0.364
1995,8,17,0.874,0.531
1995,8,18,1.873,1.098
1995,8,19,1.197,0.543
1995,8,20,0.105,-0.033
1995,8,21,0.514,0.152
1995,8,22,1.344,0.66
1995,8,23,1.939,1.179
1995,8,24,1.668,0.746
1995,8,25,1.126,0.512
1995,8,26,0.774,0.218
1995,8,27,0.839,0.247
1995,8,28,0.644,0.37
1995,8,29,0.722,0.337
1995,8,30,1.306,0.569
1995,8,31,0.842,0.35
1995,9,1,0.518,0.068
1995,9,2,0.676,0.099
1995,9,3,0.382,-0.092
1995,9,4,0.255,-0.013
1995,9,5,1.362,0.628
1995,9,6,1.712,0.681
1995,9,7,1.575,0.465
1995,9,8,1.076,0.144
1995,9,9,0.198,0.105
1995,9,10,0.257,-0.001
1995,9,11,0.293,-0.139
1995,9,12,-0.013,-0.173
1995,9,13,0.461,0.332
1995,9,14,1.241,0.701
1995,9,15,0.629,0.377
1995,9,16,-0.166,-0.248
1995,9,17,0.576,0.227
1995,9,18,1.759,0.954
1995,9,19,0.668,0.251
1995,9,20,0.199,0.129
1995,9,21,-0.038,0.052
1995,9,22,-0.045,0.05
1995,9,23,-0.067,0.065
1995,9,24,-0.058,0.004
1995,9,25,1.163,0.653
1995,9,26,0.918,0.572
1995,9,27,0.197,-0.065
1995,9,28,1.087,0.69
1995,9,29,1.456,1.272
1995,9,30,1.853,1.074
1995,10,1,2.32,1.215
1995,10,2,1.584,0.729
1995,10,3,2.067,1.2
1995,10,4,1.934,1.308
1995,10,5,0.781,0.241
1995,10,6,1.727,0.957
1995,10,7,1.214,0.567
1995,10,8,0.979,0.435
1995,10,9,0.587,0.35
1995,10,10,0.137,0.065
1995,10,11,-0.12,-0.253
1995,10,12,1.839,1.242
1995,10,13,0.548,-0.013
1995,10,14,-0.559,-0.554
1995,10,15,-0.332,-0.591
1995,10,16,0.454,-0.289
1995,10,17,0.956,0.207
1995,10,18,0.948,0.104
1995,10,19,0.255,-0.341
1995,10,20,1.029,-0.086
1995,10,21,4.618,2.246
1995,10,22,2.031,0.728
1995,10,23,0.401,0.04
1995,10,24,-0.289,-0.331
1995,10,25,0.655,0.176
1995,10,26,0.405,0.282
1995,10,27,0.692,0.199
1995,10,28,0.209,-0.082
1995,10,29,0.718,0.091
1995,10,30,0.88,0.296
1995,10,31,0.015,-0.421
1995,11,1,1.094,0.215
1995,11,2,2.186,0.906
1995,11,3,1.368,0.554
1995,11,4,-0.073,0.634
1995,11,5,1.152,1.016
1995,11,6,1.458,1.195
1995,11,7,-0.112,0.251
1995,11,8,-0.06,-0.276
1995,11,9,1.574,0.586
1995,11,10,1.557,0.76
1995,11,11,-0.065,-0.606
1995,11,12,-0.393,-0.639
1995,11,13,0.129,-0.463
1995,11,14,0.063,-0.531
1995,11,15,0.463,-0.052
1995,11,16,0.374,-0.172
1995,11,17,-0.533,-0.645
1995,11,18,0.194,-0.353
1995,11,19,0.407,-0.07
1995,11,20,0.142,-0.136
1995,11,21,-0.637,-0.477
1995,11,22,-0.084,-0.321
1995,11,23,-0.15,-0.159
1995,11,24,-0.062,-0.146
1995,11,25,0.518,0.134
1995,11,26,2.149,1.434
1995,11,27,2.531,1.797
1995,11,28,0.124,-0.614
1995,11,29,-0.786,-0.89
1995,11,30,-0.638,-0.794
1995,12,1,-0.099,-0.557
1995,12,2,0.533,0.209
1995,12,3,-0.138,0.007
1995,12,4,-0.135,-0.554
1995,12,5,-0.21,-0.263
1995,12,6,-0.117,-0.382
1995,12,7,0.315,0.03
1995,12,8,0.131,0.048
1995,12,9,-0.489,-0.486
1995,12,10,-3.346,-1.208
1995,12,11,-1.525,-1.333
1995,12,12,-3.246,-2.425
1995,12,13,0.476,0.43
1995,12,14,-0.453,-0.06
1995,12,15,0.567,0.178
1995,12,16,1.173,1.438
1995,12,17,0.375,0.219
1995,12,18,0.96,-0.084
1995,12,19,0.074,0.116
1995,12,20,0.925,0.506
1995,12,21,0.024,0.096
1995,12,22,0.21,-0.279
1995,12,23,-0.155,-0.353
1995,12,24,-1.723,-1.215
1995,12,25,-0.316,-0.771
1995,12,26,-0.106,0.017
1995,12,27,0.721,-0.033
1995,12,28,0.344,-0.059
1995,12,29,-0.002,0.015
1995,12,30,0.605,0.016
1995,12,31,0.95,0.876
1996,1,1,2.592,1.517
1996,1,2,0.863,0.121
1996,1,3,0.611,0.235
1996,1,4,1.458,0.715
1996,1,5,-0.108,-0.346
1996,1,6,-0.386,-0.473
1996,1,7,-0.12,-0.316
1996,1,8,-0.166,-0.354
1996,1,9,0.511,0.097
1996,1,10,1.117,0.562
1996,1,11,0.179,-0.039
1996,1,12,-0.108,-0.368
1996,1,13,0.117,-0.007
1996,1,14,-0.025,-0.053
1996,1,15,-0.492,0.019
1996,1,16,0.714,0.56
1996,1,17,2.4,2.111
1996,1,18,-0.458,-0.677
1996,1,19,1.058,0.508
1996,1,20,-0.132,-0.058
1996,1,21,1.956,1.011
1996,1,22,3.628,3.522
1996,1,23,0.425,0.081
1996,1,24,0.427,-0.689
1996,1,25,1.769,1.346
1996,1,26,-0.147,-0.281
1996,1,27,0.166,-0.463
1996,1,28,0.496,0.4
1996,1,29,0.048,-0.158
1996,1,30,-1.223,-1.222
1996,1,31,-0.002,-0.398
1996,2,1,0.798,0.488
1996,2,2,-0.118,-0.216
1996,2,3,-2.36,-1.508
1996,2,4,-2.013,-1.914
1996,2,5,-0.322,-0.233
1996,2,6,-0.124,-0.375
1996,2,7,-0.21,-0.106
1996,2,8,-0.348,-0.008
1996,2,9,0.262,0.24
1996,2,10,-0.046,-0.128
1996,2,11,-0.193,-0.007
1996,2,12,-0.005,0.068
1996,2,13,-0.02,0.053
1996,2,14,-0.12,-0.091
1996,2,15,-1.012,-0.907
1996,2,16,-1.686,-1.184
1996,2,17,-1.459,-0.769
1996,2,18,-0.288,-0.607
1996,2,19,0.005,-0.271
1996,2,20,-1.099,-0.879
1996,2,21,0.623,0.556
1996,2,22,1.589,1.074
1996,2,23,0.741,0.29
1996,2,24,1.983,1.413
1996,2,25,1.658,1.15
1996,2,26,2.323,1.601
1996,2,27,1.017,0.51
1996,2,28,-1.205,-0.867
1996,2,29,-1.453,-1.063
1996,3,1,-0.69,-0.572
1996,3,2,-0.394,-0.345
1996,3,3,0.171,0.275
1996,3,4,-0.462,-0.574
1996,3,5,0.846,0.515
1996,3,6,-0.664,-0.461
1996,3,7,-0.838,-0.458
1996,3,8,-0.687,-0.224
1996,3,9,-0.352,-0.242
1996,3,10,0.014,-0.161
1996,3,11,-0.282,-0.19
1996,3,12,3.251,1.928
1996,3,13,5.955,3.788
1996,3,14,0.887,0.408
1996,3,15,2.142,0.946
1996,3,16,2.487,1.117
1996,3,17,2.056,0.802
1996,3,18,1.251,0.526
1996,3,19,2.85,1.633
1996,3,20,2.547,1.17
1996,3,21,2.042,1.034
1996,3,22,1.559,1.108
1996,3,23,1.367,0.838
1996,3,24,0.23,-0.459
1996,3,25,0.803,0.187
1996,3,26,0.399,0.045
1996,3,27,-0.074,-0.213
1996,3,28,0.842,0.836
1996,3,29,-0.12,-0.318
1996,3,30,-1.009,-0.782
1996,3,31,-1.603,-0.94
1996,4,1,-0.309,-0.136
1996,4,2,0.925,0.587
1996,4,3,0.479,0.471
1996,4,4,0.848,0.397
1996,4,5,1.032,0.274
1996,4,6,0.798,0.34
1996,4,7,0.226,0.185
1996,4,8,-0.324,-0.23
1996,4,9,0.566,0.482
1996,4,10,1.82,1.808
1996,4,11,0.931,0.527
1996,4,12,0.63,0.695
1996,4,13,0.248,0.532
1996,4,14,-0.434,-0.122
1996,4,15,-1.02,-0.477
1996,4,16,-1.026,-0.325
1996,4,17,-0.668,-0.5
1996,4,18,0.681,0.919
1996,4,19,0.34,0.28
1996,4,20,0.421,0.534
1996,4,21,-0.026,0.237
1996,4,22,-0.357,-0.02
1996,4,23,-0.669,-0.046
1996,4,24,0.065,0.07
1996,4,25,0.738,1.078
1996,4,26,2.554,1.773
1996,4,27,3.931,3.09
1996,4,28,1.914,1.194
1996,4,29,1.257,0.276
1996,4,30,1.863,1.201
1996,5,1,2.29,1.451
1996,5,2,1.584,1.108
1996,5,3,1.99,1.013
1996,5,4,1.949,0.792
1996,5,5,1.783,1.005
1996,5,6,1.399,0.819
1996,5,7,2.683,1.382
1996,5,8,2.473,1.103
1996,5,9,2.61,1.153
1996,5,10,1.386,0.724
1996,5,11,0.91,0.474
1996,5,12,1.154,0.568
1996,5,13,0.707,0.226
1996,5,14,-0.444,-0.237
1996,5,15,0.176,0.078
1996,5,16,0.121,0.055
1996,5,17,-0.706,-0.377
1996,5,18,-0.243,-0.013
1996,5,19,0.351,0.266
1996,5,20,1.082,1.191
1996,5,21,0.145,0.144
1996,5,22,2.608,2.287
1996,5,23,3.463,2.725
1996,5,24,1.889,1.442
1996,5,25,2.002,1.415
1996,5,26,3.664,1.268
1996,5,27,6.732,3.851
1996,5,28,5.556,2.527
1996,5,29,3.089,1.282
1996,5,30,3.14,1.071
1996,5,31,1.527,0.147
1996,6,1,1.211,0.325
1996,6,2,1.148,0.162
1996,6,3,1.328,0.399
1996,6,4,3.007,0.795
1996,6,5,1.731,0.435
1996,6,6,1.317,0.291
1996,6,7,2.535,1.13
1996,6,8,2.549,1.288
1996,6,9,2.51,1.591
1996,6,10,2.366,0.993
1996,6,11,2.738,1.218
1996,6,12,2.761,0.801
1996,6,13,2.837,1.007
1996,6,14,2.96,1.413
1996,6,15,3.197,1.203
1996,6,16,2.183,0.508
1996,6,17,2.625,1.239
1996,6,18,2.744,1.517
1996,6,19,1.584,0.584
1996,6,20,2.407,0.925
1996,6,21,4.287,1.647
1996,6,22,3.558,1.117
1996,6,23,0.718,-0.133
1996,6,24,0.456,-0.556
1996,6,25,1.331,0.076
1996,6,26,-0.089,-0.525
1996,6,27,-0.382,-0.556
1996,6,28,0.515,0.312
1996,6,29,2.534,1.638
1996,6,30,3.12,1.905
1996,7,1,0.309,0.321
1996,7,2,0.325,-0.023
1996,7,3,0.304,0.061
1996,7,4,1.599,0.838
1996,7,5,2.476,1.378
1996,7,6,2.096,1.004
1996,7,7,1.087,0.062
1996,7,8,2.644,1.102
1996,7,9,2.694,1.016
1996,7,10,1.159,0.442
1996,7,11,0.609,0.497
1996,7,12,1.127,0.709
1996,7,13,0.307,0.035
1996,7,14,0.156,0.025
1996,7,15,0.432,-0.084
1996,7,16,1.503,0.527
1996,7,17,1.363,0.602
1996,7,18,1.908,1.187
1996,7,19,2.845,1.901
1996,7,20,2.946,1.72
1996,7,21,1.905,0.531
1996,7,22,0.392,-0.136
1996,7,23,-0.014,-0.196
1996,7,24,0.328,0.002
1996,7,25,0.898,0.249
1996,7,26,0.462,0.06
1996,7,27,0.044,0.119
1996,7,28,0.324,0.11
1996,7,29,0.731,0.354
1996,7,30,0.591,0.504
1996,7,31,2.082,1.371
1996,8,1,2.676,1.499
1996,8,2,1.928,1.207
1996,8,3,3.262,1.599
1996,8,4,1.841,0.778
1996,8,5,1.356,0.39
1996,8,6,0.536,-0.018
1996,8,7,0.353,-0.002
1996,8,8,1.427,0.764
1996,8,9,-0.025,-0.156
1996,8,10,-0.2,-0.346
1996,8,11,2.044,0.837
1996,8,12,1.881,0.847
1996,8,13,2.444,1.836
1996,8,14,1.832,1.23
1996,8,15,0.976,0.37
1996,8,16,0.78,0.081
1996,8,17,1.65,0.516
1996,8,18,1.797,0.825
1996,8,19,1.33,0.432
1996,8,20,1.447,0.995
1996,8,21,2.71,1.789
1996,8,22,1.594,0.739
1996,8,23,0.851,0.154
1996,8,24,0.115,-0.182
1996,8,25,0.01,-0.247
1996,8,26,0.657,0.164
1996,8,27,0.079,0.001
1996,8,28,1.054,0.934
1996,8,29,0.988,0.664
1996,8,30,0.539,0.577
1996,8,31,2.846,1.707
1996,9,1,1.43,0.465
1996,9,2,-0.244,-0.391
1996,9,3,0.254,-0.144
1996,9,4,1.093,0.752
1996,9,5,1.653,1.347
1996,9,6,1.015,0.54
1996,9,7,1.473,0.693
1996,9,8,1.793,0.897
1996,9,9,1.42,0.902
1996,9,10,-0.766,-0.705
1996,9,11,-0.389,-0.19
1996,9,12,0.089,0.197
1996,9,13,0.16,-0.032
1996,9,14,-0.112,-0.056
1996,9,15,0.304,0.45
1996,9,16,2.286,2.055
1996,9,17,1.988,1.355
1996,9,18,1.755,0.663
1996,9,19,1.177,0.442
1996,9,20,1.465,0.781
1996,9,21,1.668,0.553
1996,9,22,2.107,0.684
1996,9,23,0.068,-0.327
1996,9,24,0.021,-0.267
1996,9,25,0.2,-0.134
1996,9,26,-0.28,-0.462
1996,9,27,-0.525,-0.522
1996,9,28,-0.221,-0.46
1996,9,29,0.01,-0.204
1996,9,30,-0.095,-0.442
1996,10,1,-0.423,-0.549
1996,10,2,0.487,0.227
1996,10,3,0.807,0.689
1996,10,4,0.702,0.358
1996,10,5,0.804,0.383
1996,10,6,1.499,0.5
1996,10,7,0.335,-0.387
1996,10,8,0.269,0.177
1996,10,9,-0.015,-0.199
1996,10,10,-0.194,-0.054
1996,10,11,0.448,0.439
1996,10,12,-0.343,-0.286
1996,10,13,0.285,-0.121
1996,10,14,1.284,1.077
1996,10,15,2.181,1.612
1996,10,16,2.667,1.803
1996,10,17,0.871,-0.023
1996,10,18,0.324,-0.24
1996,10,19,1.032,0.727
1996,10,20,0.032,0.011
1996,10,21,0.47,-0.371
1996,10,22,1.162,0.697
1996,10,23,1.274,0.656
1996,10,24,1.236,0.044
1996,10,25,2.115,1.109
1996,10,26,2.823,2.028
1996,10,27,0.837,-0.754
1996,10,28,1.075,0.137
1996,10,29,1.529,0.787
1996,10,30,0.226,-0.286
1996,10,31,-0.58,-0.441
1996,11,1,0.52,0.165
1996,11,2,1.018,0.752
1996,11,3,1.37,0.664
1996,11,4,1.761,1.263
1996,11,5,2.235,1.379
1996,11,6,0.36,0.026
1996,11,7,-0.736,-0.574
1996,11,8,-1.049,-0.899
1996,11,9,-0.343,-0.423
1996,11,10,0.489,-0.009
1996,11,11,-0.297,-0.172
1996,11,12,0.179,0.084
1996,11,13,1.2,0.761
