year,month,day,39N,38N
2005,9,30,2,2.232
2005,10,1,-0.002,0.286
2005,10,2,0.031,-0.041
2005,10,3,-0.172,-0.077
2005,10,4,1.09,1.286
2005,10,5,2.304,2.005
2005,10,6,1.394,1.519
2005,10,7,1.63,2.144
2005,10,8,0.228,0.468
2005,10,9,-0.032,-0.276
2005,10,10,1.858,0.952
2005,10,11,2.193,1.48
2005,10,12,1.252,1.219
2005,10,13,0.306,0.357
2005,10,14,-0.742,-0.225
2005,10,15,-0.011,0.28
2005,10,16,2.941,1.91
2005,10,17,0.619,-0.561
2005,10,18,-0.663,-0.446
2005,10,19,-0.357,-0.402
2005,10,20,0.758,0.8
2005,10,21,1.489,1.182
2005,10,22,0.824,-0.139
2005,10,23,-0.327,-0.71
2005,10,24,-0.293,-0.608
2005,10,25,-0.358,-0.579
2005,10,26,-0.38,-0.562
2005,10,27,-0.413,-0.548
2005,10,28,0.028,0.078
2005,10,29,-0.06,-0.118
2005,10,30,0.829,1.196
2005,10,31,0.372,0.728
2005,11,1,0.179,0.372
2005,11,2,-0.198,0.104
2005,11,3,-1.293,-1.162
2005,11,4,-0.312,-0.722
2005,11,5,1.134,0.916
2005,11,6,1.124,0.973
2005,11,7,0.894,0.087
2005,11,8,3.055,1.865
2005,11,9,1.244,0.192
2005,11,10,-0.162,0.19
2005,11,11,1.707,0.898
2005,11,12,2.336,1.916
2005,11,13,2.488,2.119
2005,11,14,1.779,1.021
2005,11,15,1.364,0.258
2005,11,16,-0.254,-0.865
2005,11,17,1.162,0.544
2005,11,18,1.109,0.827
2005,11,19,0.107,-0.253
2005,11,20,0.48,0.217
2005,11,21,0.84,0.675
2005,11,22,1.116,0.976
2005,11,23,0.587,0.836
2005,11,24,-0.267,-0.266
2005,11,25,0.474,0.374
2005,11,26,2.995,2.43
2005,11,27,1.205,0.798
2005,11,28,-0.559,-0.161
2005,11,29,-0.972,-0.241
2005,11,30,-0.751,-0.85
2005,12,1,-0.348,-0.305
2005,12,2,1.682,1.497
2005,12,3,2.202,2.308
2005,12,4,1.316,1.477
2005,12,5,0.18,0.108
2005,12,6,1.097,1.537
2005,12,7,-0.223,-0.17
2005,12,8,-0.09,-0.239
2005,12,9,-0.031,0.003
2005,12,10,0.621,0.677
2005,12,11,1.188,1.165
2005,12,12,1.415,1.138
2005,12,13,-0.22,0.07
2005,12,14,-0.399,-0.03
2005,12,15,0.03,0.355
2005,12,16,0.151,0.325
2005,12,17,-0.597,0.049
2005,12,18,-0.612,-0.378
2005,12,19,-2.131,-1.146
2005,12,20,-2.401,-2.092
2005,12,21,-0.238,-0.58
2005,12,22,1.569,1.059
2005,12,23,1.055,0.487
2005,12,24,-0.323,-0.027
2005,12,25,-0.826,-0.904
2005,12,26,-0.261,-0.447
2005,12,27,-0.974,-1.155
2005,12,28,1.183,0.793
2005,12,29,0.471,0.011
2005,12,30,-0.902,-1.306
2005,12,31,0.072,-0.378
2006,1,1,-0.309,-0.572
2006,1,2,-0.022,-0.208
2006,1,3,-0.554,-0.757
2006,1,4,-0.137,0.084
2006,1,5,-0.228,0.211
2006,1,6,0.107,0.047
2006,1,7,1.065,0.706
2006,1,8,0.195,-0.112
2006,1,9,-0.145,-0.217
2006,1,10,0.491,-0.09
2006,1,11,0.562,0.196
2006,1,12,-0.297,-0.295
2006,1,13,-0.847,-0.503
2006,1,14,0.64,0.406
2006,1,15,1.308,1.095
2006,1,16,-0.042,-0.027
2006,1,17,-1.092,-0.64
2006,1,18,1.061,0.365
2006,1,19,1.215,1.013
2006,1,20,0.156,0.248
2006,1,21,-0.102,0.192
2006,1,22,1.372,0.846
2006,1,23,0.417,-0.355
2006,1,24,-0.833,-0.512
2006,1,25,-0.121,0.234
2006,1,26,0.541,0.418
2006,1,27,-0.254,-0.105
2006,1,28,-0.595,-0.544
2006,1,29,-0.446,-0.199
2006,1,30,-0.479,-0.071
2006,1,31,0.379,0.397
2006,2,1,0.614,0.897
2006,2,2,0.609,0.935
2006,2,3,-0.256,-0.732
2006,2,4,-0.214,-0.322
2006,2,5,0.929,0.801
2006,2,6,-0.686,-0.421
2006,2,7,0.139,0.289
2006,2,8,1.239,0.472
2006,2,9,0.381,0.182
2006,2,10,1.063,1.024
2006,2,11,1.651,1.451
2006,2,12,0.999,0.47
2006,2,13,3.636,2.232
2006,2,14,7.185,6.494
2006,2,15,2.341,2.34
2006,2,16,-0.398,-0.823
2006,2,17,-0.858,-1.206
2006,2,18,-0.373,-0.461
2006,2,19,-0.266,-0.605
2006,2,20,0.801,0.214
2006,2,21,3.187,2.081
2006,2,22,2.1,0.696
2006,2,23,1.752,0.599
2006,2,24,1.474,0.939
2006,2,25,0.511,0.551
2006,2,26,-4.01,-2.46
2006,2,27,-1.499,-0.8
2006,2,28,-0.055,0.51
2006,3,1,-0.947,-0.481
2006,3,2,-0.897,-0.657
2006,3,3,0.055,-0.112
2006,3,4,-1.026,-0.741
2006,3,5,-2.928,-2.178
2006,3,6,-0.06,0.233
2006,3,7,1.482,1.347
2006,3,8,1.806,1.679
2006,3,9,2.423,1.457
2006,3,10,1.411,0.131
2006,3,11,0.17,0.219
2006,3,12,1.171,0.913
2006,3,13,0.619,0.4
2006,3,14,0.855,0.873
2006,3,15,-0.039,0.021
2006,3,16,-0.824,-0.468
2006,3,17,1.012,0.954
2006,3,18,4.589,4.471
2006,3,19,3.434,3.012
2006,3,20,0.734,0.32
2006,3,21,0.126,0.404
2006,3,22,-1.105,-0.425
2006,3,23,-2.189,-1.184
2006,3,24,-0.953,-0.434
2006,3,25,0.85,0.903
2006,3,26,0.96,0.758
2006,3,27,0.132,0.164
2006,3,28,-0.568,-0.211
2006,3,29,-0.129,0.149
2006,3,30,0.08,0.194
2006,3,31,-0.618,-0.139
2006,4,1,-0.282,-0.072
2006,4,2,-0.793,-0.61
2006,4,3,0.014,0.198
2006,4,4,-0.143,-0.107
2006,4,5,0.938,0.792
2006,4,6,-0.189,-0.31
2006,4,7,-1.053,-0.806
2006,4,8,-0.51,-0.367
2006,4,9,-0.046,-0.188
2006,4,10,-0.283,-0.044
2006,4,11,-1.048,-0.855
2006,4,12,-0.567,-0.197
2006,4,13,0.099,0.154
2006,4,14,1.153,0.901
2006,4,15,0.559,0.206
2006,4,16,0.394,0.367
2006,4,17,1.311,1.086
2006,4,18,1.912,1.765
2006,4,19,2.212,1.686
2006,4,20,2.008,0.838
2006,4,21,3.661,1.601
2006,4,22,4.402,1.616
2006,4,23,1.211,0.346
2006,4,24,1.134,0.415
2006,4,25,2.125,1.037
2006,4,26,4.672,3.059
2006,4,27,5.103,4.074
2006,4,28,3.248,1.913
2006,4,29,2.531,1.627
2006,4,30,4.211,3.088
2006,5,1,5.454,3.45
2006,5,2,5.208,3.077
2006,5,3,3.907,2.237
2006,5,4,0.664,-0.019
2006,5,5,0.813,0.407
2006,5,6,1.942,1.502
2006,5,7,3.247,2.169
2006,5,8,3.609,2.311
2006,5,9,4.056,2.267
2006,5,10,2.773,1.165
2006,5,11,3.162,2.279
2006,5,12,2.996,1.993
2006,5,13,-0.135,-0.464
2006,5,14,-0.562,-0.744
2006,5,15,0.34,0.011
2006,5,16,1.721,1.081
2006,5,17,2.856,1.957
2006,5,18,1.648,0.44
2006,5,19,0.59,0.211
2006,5,20,-1.343,-0.699
2006,5,21,-0.808,-0.427
2006,5,22,-0.717,-0.559
2006,5,23,-1.114,-0.619
2006,5,24,-0.073,-0.4
2006,5,25,0.723,1.068
2006,5,26,2.096,1.931
2006,5,27,1.932,1.071
2006,5,28,1.375,0.457
2006,5,29,0.396,0.297
2006,5,30,1.504,1.552
2006,5,31,0.7,-0.244
2006,6,1,-0.293,-0.929
2006,6,2,0.359,-0.352
2006,6,3,0.184,-0.421
2006,6,4,0.825,0.473
2006,6,5,1.503,1.291
2006,6,6,2.773,1.877
2006,6,7,4.612,2.205
2006,6,8,5.568,1.939
2006,6,9,3.182,0.357
2006,6,10,1.324,-0.224
2006,6,11,0.041,-0.59
2006,6,12,-0.267,-1.038
2006,6,13,-0.492,-0.748
2006,6,14,-0.491,-0.479
2006,6,15,0.733,0.839
2006,6,16,2.295,2.427
2006,6,17,3.559,2.396
2006,6,18,5.507,3.597
2006,6,19,6.006,3.739
2006,6,20,3.961,2.208
2006,6,21,3.553,1.932
2006,6,22,4.364,2.414
2006,6,23,1.918,0.656
2006,6,24,0.223,0.045
2006,6,25,0.235,0.355
2006,6,26,-0.013,-0.129
2006,6,27,0.797,0.168
2006,6,28,0.708,0.404
2006,6,29,-0.47,-0.882
2006,6,30,0.571,0.872
2006,7,1,1.431,0.685
2006,7,2,2.121,0.911
2006,7,3,2.482,1.092
2006,7,4,2.138,1.069
2006,7,5,2.415,1.048
2006,7,6,3.251,1.601
2006,7,7,2.663,1.09
2006,7,8,3.446,1.215
2006,7,9,1.84,1.068
2006,7,10,0.221,-0.483
2006,7,11,0.004,-0.525
2006,7,12,0.108,0.201
2006,7,13,2.122,1.234
2006,7,14,3.053,0.936
2006,7,15,2.566,0.059
2006,7,16,3.285,0.831
2006,7,17,4.425,2.133
2006,7,18,4.658,2.53
2006,7,19,1.278,0.444
2006,7,20,0.356,0.253
2006,7,21,0.795,0.581
2006,7,22,2.122,0.969
2006,7,23,1.997,1.017
2006,7,24,1.162,0.102
2006,7,25,1.504,0.326
2006,7,26,3.222,1.683
2006,7,27,2.168,1.55
2006,7,28,1.692,0.789
2006,7,29,1.296,0.104
2006,7,30,1.39,0.92
2006,7,31,3.088,2.728
2006,8,1,3.226,2.4
2006,8,2,3.528,1.329
2006,8,3,4.563,1.781
2006,8,4,1.323,0.112
2006,8,5,-0.244,-0.533
2006,8,6,-0.315,-0.639
2006,8,7,-0.146,-0.683
2006,8,8,1.154,0.468
2006,8,9,2.018,1.479
2006,8,10,3.098,1.631
2006,8,11,4.66,2.647
2006,8,12,4.683,2.107
2006,8,13,1.628,0.015
2006,8,14,0.972,-0.375
2006,8,15,2.435,0.528
2006,8,16,3.174,2.009
2006,8,17,2.579,1.271
2006,8,18,1.213,-0.013
2006,8,19,-0.038,-0.435
2006,8,20,0.054,-0.208
2006,8,21,1.106,0.64
2006,8,22,2.509,1.578
2006,8,23,2.664,1.325
2006,8,24,2.01,1.073
2006,8,25,3.035,1.051
2006,8,26,0.127,-0.306
2006,8,27,-0.607,-0.661
2006,8,28,0.27,0.095
2006,8,29,2.611,1.477
2006,8,30,4.694,3.294
2006,8,31,2.975,1.987
2006,9,1,0.065,0.133
2006,9,2,0.296,0.127
2006,9,3,0.829,0.134
2006,9,4,3.415,1.186
2006,9,5,2.547,0.948
2006,9,6,1.175,0.004
2006,9,7,4.051,2.282
2006,9,8,3.538,1.847
2006,9,9,1.664,0.726
2006,9,10,1.631,1.016
2006,9,11,0.6,0.429
2006,9,12,1.533,0.436
2006,9,13,3.558,0.945
2006,9,14,5.775,3.103
2006,9,15,0.833,1.357
2006,9,16,-0.267,-0.122
2006,9,17,1.543,1.446
2006,9,18,1.85,1.893
2006,9,19,2.323,2.48
2006,9,20,2.624,2.132
2006,9,21,3.274,3.092
2006,9,22,4.672,3.247
2006,9,23,-0.212,-0.068
2006,9,24,-0.862,-0.376
2006,9,25,-1.475,-1.127
2006,9,26,0.173,-0.335
2006,9,27,0.223,-0.336
2006,9,28,0.251,-0.315
2006,9,29,-0.232,-0.545
2006,9,30,-0.486,-0.916
2006,10,1,0.838,0.372
2006,10,2,-0.031,-0.15
2006,10,3,-0.352,-0.364
2006,10,4,-0.183,-0.142
2006,10,5,0.884,0.325
2006,10,6,1.407,0.961
2006,10,7,1.736,1.107
2006,10,8,0.404,-0.021
2006,10,9,-0.184,-0.14
2006,10,10,0.414,0.315
2006,10,11,0.099,0.292
2006,10,12,0.379,0.467
2006,10,13,0.241,0.303
2006,10,14,-0.144,0.243
2006,10,15,0.253,0.584
2006,10,16,0.546,0.512
2006,10,17,1.514,0.873
2006,10,18,0.037,-0.537
2006,10,19,0.169,0.008
2006,10,20,-0.482,0.007
2006,10,21,-0.45,-0.423
2006,10,22,0.526,0.123
2006,10,23,1.888,0.677
2006,10,24,2.944,1.862
2006,10,25,0.991,0.941
2006,10,26,-0.942,-0.265
2006,10,27,-1.222,-0.545
2006,10,28,-0.278,-0.029
2006,10,29,0.503,0.447
2006,10,30,1.112,0.547
2006,10,31,-0.253,-0.137
2006,11,1,-1.149,-0.721
2006,11,2,-0.359,-0.207
2006,11,3,-0.516,-0.446
2006,11,4,-0.731,-0.397
2006,11,5,0.358,0.585
2006,11,6,0.104,-0.047
2006,11,7,0.221,0.293
2006,11,8,0.245,0.225
2006,11,9,0.478,0.369
2006,11,10,-0.561,-0.829
2006,11,11,0.765,0.067
2006,11,12,0.446,-0.072
2006,11,13,-0.538,-0.511
2006,11,14,0.202,-0.563
2006,11,15,-0.164,-0.366
2006,11,16,0.389,-0.119
2006,11,17,0.576,0.208
2006,11,18,0.224,0.037
2006,11,19,-0.49,-0.263
2006,11,20,-0.622,-0.392
2006,11,21,-0.91,-0.617
2006,11,22,-0.536,-0.493
2006,11,23,0.298,0.195
2006,11,24,0.473,0.305
2006,11,25,0.984,0.469
2006,11,26,0.324,-0.247
2006,11,27,2.334,1.243
2006,11,28,1.757,0.58
2006,11,29,0.528,-0.639
2006,11,30,-0.423,-1.184
2006,12,1,-0.449,-0.399
2006,12,2,-0.842,-0.739
2006,12,3,-2.024,-2.024
2006,12,4,-0.303,-0.898
2006,12,5,-0.442,-0.583
2006,12,6,0.083,-0.14
2006,12,7,-0.306,-0.07
2006,12,8,-1.655,-0.225
2006,12,9,-0.6,0.133
2006,12,10,0.303,1.18
2006,12,11,-0.866,-0.217
2006,12,12,-0.426,-0.136
2006,12,13,-0.764,-0.122
2006,12,14,-1.227,-0.959
2006,12,15,0.124,0.142
2006,12,16,1.912,1.102
2006,12,17,4.023,2.791
2006,12,18,1.188,0.452
2006,12,19,-0.207,-0.259
2006,12,20,-1.688,-1.006
2006,12,21,-0.729,-0.697
2006,12,22,0.147,0.103
2006,12,23,-0.124,-0.037
2006,12,24,-0.965,-0.656
2006,12,25,-1.71,-1.566
2006,12,26,-1.065,-1.471
2006,12,27,4.136,3.277
2006,12,28,4.533,3.64
2006,12,29,3.316,1.103
2006,12,30,1.603,0.175
2006,12,31,0.391,-0.542
2007,1,1,0.974,-0.539
2007,1,2,1.037,-0.05
2007,1,3,0.641,-0.586
2007,1,4,2.067,0.843
2007,1,5,4.34,3.799
2007,1,6,2.442,1.407
2007,1,7,1.844,0.548
2007,1,8,2.147,0.553
2007,1,9,1.545,-0.003
2007,1,10,2.693,1.83
2007,1,11,2.77,2.31
2007,1,12,2.149,0.807
2007,1,13,1.23,-0.084
2007,1,14,0.648,0.106
2007,1,15,-0.927,-0.698
2007,1,16,-0.434,-0.148
2007,1,17,3.204,2.457
2007,1,18,3.05,2.46
2007,1,19,3.593,3.627
2007,1,20,3.661,4.316
2007,1,21,2.091,2.438
2007,1,22,-2.156,-0.692
2007,1,23,-1.322,-0.4
2007,1,24,-1.76,-0.523
2007,1,25,-0.67,0.31
2007,1,26,-0.396,-0.089
2007,1,27,-0.786,-0.52
2007,1,28,-0.558,-0.586
2007,1,29,-0.145,-0.279
2007,1,30,0.346,-0.238
2007,1,31,0.222,-0.197
2007,2,1,0.917,0.008
2007,2,2,0.553,-0.288
2007,2,3,-0.077,-0.458
2007,2,4,0.265,-0.278
2007,2,5,0.32,-0.209
2007,2,6,-0.746,-0.584
2007,2,7,-0.853,-0.568
2007,2,8,1.051,0.739
2007,2,9,-0.091,-0.152
2007,2,10,-0.533,-0.508
2007,2,11,0.716,0.364
2007,2,12,1.055,0.02
2007,2,13,2.173,1.499
2007,2,14,1.716,1.703
2007,2,15,1.685,0.767
2007,2,16,1.406,0.731
2007,2,17,1.657,1.181
2007,2,18,4.929,3.592
2007,2,19,5.064,3.41
2007,2,20,1.706,-0.244
2007,2,21,0.665,-1.292
2007,2,22,0.318,-0.45
2007,2,23,1.89,0.791
2007,2,24,0.849,-0.052
2007,2,25,0.408,-0.432
2007,2,26,-0.089,-0.228
2007,2,27,0.789,0.472
2007,2,28,1.853,1.167
2007,3,1,0.097,0.138
2007,3,2,0.216,0.116
2007,3,3,0.863,0.358
2007,3,4,-0.468,-0.471
2007,3,5,0.41,0.326
2007,3,6,0.567,0.676
2007,3,7,0.45,0.474
2007,3,8,0.981,0.624
2007,3,9,0.399,-0.027
2007,3,10,-0.472,-0.389
2007,3,11,-0.443,-0.325
2007,3,12,1.846,1.298
2007,3,13,3.466,2.162
2007,3,14,3.325,1.278
2007,3,15,1.251,0.097
2007,3,16,0.858,-0.059
2007,3,17,2.641,1.29
2007,3,18,2.314,1.632
2007,3,19,-0.08,-1.081
2007,3,20,0.75,-0.357
2007,3,21,5.797,4.004
2007,3,22,3.292,2.041
2007,3,23,3.706,2.722
2007,3,24,1.782,1.126
2007,3,25,-0.376,-1.003
2007,3,26,0,-0.262
2007,3,27,4.555,3.757
2007,3,28,4.487,2.761
2007,3,29,2.189,0.029
2007,3,30,3.838,1.846
2007,3,31,0.492,0.28
2007,4,1,-0.393,-0.919
2007,4,2,0.711,-0.261
2007,4,3,0.845,-0.303
2007,4,4,0.777,-0.779
2007,4,5,0.623,-0.751
2007,4,6,0.114,-0.754
2007,4,7,0.107,-0.892
2007,4,8,0.434,-0.509
2007,4,9,0.799,-0.225
2007,4,10,0.722,0.361
2007,4,11,1.394,-0.242
2007,4,12,2.47,1.628
2007,4,13,1.604,0.123
2007,4,14,1.64,-0.136
2007,4,15,5.862,5.01
2007,4,16,4.487,2.885
2007,4,17,2.095,0.556
2007,4,18,1.621,0.736
2007,4,19,0.653,-0.507
2007,4,20,0.065,-0.688
2007,4,21,-0.55,-0.312
2007,4,22,0.454,0.106
2007,4,23,0.984,0.721
2007,4,24,1.698,1.339
2007,4,25,1.941,1.335
2007,4,26,1.797,1.368
2007,4,27,1.826,0.925
2007,4,28,2.019,0.952
2007,4,29,2.46,1.227
2007,4,30,0.773,0.474
2007,5,1,-0.179,-0.043
2007,5,2,0.247,0.085
2007,5,3,1.198,1.086
2007,5,4,1.889,1.391
2007,5,5,1.059,0.88
2007,5,6,0.435,-0.809
2007,5,7,0.317,-0.159
2007,5,8,0.87,0.666
2007,5,9,1.901,0.795
2007,5,10,2.537,1.37
2007,5,11,2.451,1.242
2007,5,12,3.362,2.175
2007,5,13,4.38,3.242
2007,5,14,2.952,1.714
2007,5,15,3.02,1.735
2007,5,16,1.573,0.894
2007,5,17,0.916,0.105
2007,5,18,0.429,-0.368
2007,5,19,0.372,0.067
2007,5,20,0.52,0.028
2007,5,21,2.446,0.852
2007,5,22,5.13,2.875
2007,5,23,2.978,1.401
2007,5,24,2.304,1.32
2007,5,25,1.22,0.649
2007,5,26,1.704,0.978
2007,5,27,3.021,2.184
2007,5,28,2.223,1.779
2007,5,29,-0.11,0.088
2007,5,30,0.645,0.2
2007,5,31,1.797,1.009
2007,6,1,0.995,0.56
2007,6,2,2.067,1.587
2007,6,3,-0.028,-0.381
2007,6,4,-0.062,-0.668
2007,6,5,1.9,0.964
2007,6,6,1.948,0.671
2007,6,7,2.977,1.598
2007,6,8,1.66,0.122
2007,6,9,1.213,0.464
2007,6,10,2.011,0.301
2007,6,11,4.29,2.293
2007,6,12,4.123,2.279
2007,6,13,3.786,1.886
2007,6,14,5.335,3.289
2007,6,15,4.744,2.831
2007,6,16,4.606,1.754
2007,6,17,4.228,2.25
2007,6,18,2.275,0.885
2007,6,19,0.391,-0.205
2007,6,20,0.273,0.117
2007,6,21,1.248,1.038
2007,6,22,1.997,1.32
2007,6,23,3.433,2.438
2007,6,24,2.096,1.324
2007,6,25,2.452,0.869
2007,6,26,1.321,-0.468
2007,6,27,0.494,-0.624
2007,6,28,0.196,-0.61
2007,6,29,0.015,-0.631
2007,6,30,0.587,0.272
2007,7,1,0.384,-0.259
2007,7,2,-0.134,-0.773
2007,7,3,0.5,-0.03
2007,7,4,2.322,0.74
2007,7,5,2.821,0.735
2007,7,6,3.862,1.52
2007,7,7,4.111,2.062
2007,7,8,2.854,1.195
2007,7,9,0.143,-0.094
2007,7,10,-0.514,-0.476
2007,7,11,-0.293,-0.146
2007,7,12,-0.39,-0.348
2007,7,13,-0.029,-0.232
2007,7,14,0.222,-0.036
2007,7,15,0.391,0.11
2007,7,16,1,0.382
2007,7,17,-0.399,-0.591
2007,7,18,0.269,-0.082
2007,7,19,-0.516,-0.413
2007,7,20,0.885,0.078
2007,7,21,0.842,0.179
2007,7,22,-0.091,-0.243
2007,7,23,1.096,0.797
2007,7,24,3.67,2.114
2007,7,25,2.286,0.659
2007,7,26,1.784,0.39
2007,7,27,2.831,0.915
2007,7,28,1.9,0.983
2007,7,29,2.278,1.364
2007,7,30,3.764,1.572
2007,7,31,3.201,0.846
2007,8,1,0.776,-0.948
2007,8,2,1.711,0.045
2007,8,3,2.531,1.215
2007,8,4,1.709,1.526
2007,8,5,1.813,1.258
2007,8,6,-0.022,-0.194
2007,8,7,0.178,0.119
2007,8,8,0.203,-0.126
2007,8,9,1.655,0.465
2007,8,10,2.425,1.753
2007,8,11,1.002,0.621
2007,8,12,1.118,0.099
2007,8,13,0.173,-0.292
2007,8,14,0.506,-0.16
2007,8,15,0.542,-0.307
2007,8,16,1.359,0.619
2007,8,17,1.333,0.571
2007,8,18,0.698,-0.285
2007,8,19,-0.031,-0.643
2007,8,20,-0.925,-1.332
2007,8,21,1.365,0.395
2007,8,22,4.946,3.247
2007,8,23,4.738,2.472
2007,8,24,2.226,0.603
2007,8,25,1.47,0.387
2007,8,26,3.176,0.757
2007,8,27,2.726,0.461
2007,8,28,0.702,-0.283
2007,8,29,0.332,0.211
2007,8,30,0.899,0.615
2007,8,31,1.343,0.746
2007,9,1,1.374,0.935
2007,9,2,1.217,0.866
2007,9,3,1.239,0.775
2007,9,4,3.258,1.756
2007,9,5,5.574,2.078
2007,9,6,2.37,-0.339
2007,9,7,-0.563,-1.047
2007,9,8,-0.794,-0.835
2007,9,9,-0.207,-0.41
2007,9,10,-0.041,-0.212
2007,9,11,0.901,0.578
2007,9,12,0.516,0.373
2007,9,13,-0.281,-0.202
2007,9,14,0.315,0.171
2007,9,15,0.985,0.684
2007,9,16,1.828,1.82
2007,9,17,3.886,3.464
2007,9,18,4.525,4.125
2007,9,19,3.59,2.607
2007,9,20,1.191,-0.155
2007,9,21,-0.112,-0.144
2007,9,22,-0.306,0.078
2007,9,23,1.179,0.468
2007,9,24,1.95,1.026
2007,9,25,0.835,0.62
2007,9,26,0.506,0.231
2007,9,27,1.668,1.37
2007,9,28,2.87,2.086
2007,9,29,3.029,3.194
2007,9,30,0.216,0.074
2007,10,1,0.211,-0.069
2007,10,2,0.359,0.946
2007,10,3,1.446,1.699
2007,10,4,1.283,1.119
2007,10,5,1.598,1.473
2007,10,6,0.882,0.707
2007,10,7,-0.875,-0.775
2007,10,8,0.093,-0.106
2007,10,9,-2.026,-1.202
2007,10,10,-0.408,0.081
2007,10,11,0.249,0.583
2007,10,12,-0.158,0.084
2007,10,13,0.047,-0.049
2007,10,14,0.274,0.065
2007,10,15,0.099,0.009
2007,10,16,-0.528,-0.583
2007,10,17,0.278,-0.019
2007,10,18,0.486,0.302
2007,10,19,-0.048,0.003
2007,10,20,1.381,1.065
2007,10,21,0.926,0.737
2007,10,22,-0.191,-0.869
2007,10,23,0.962,0.619
2007,10,24,2.999,1.57
2007,10,25,6.716,4.01
2007,10,26,1.58,0.844
2007,10,27,-2.164,-1.468
2007,10,28,0.144,-0.635
2007,10,29,1.625,1.011
2007,10,30,1.921,1.171
2007,10,31,2.122,0.935
2007,11,1,3.499,1.557
2007,11,2,3.166,1.048
2007,11,3,0.323,-0.402
2007,11,4,-0.38,-0.541
2007,11,5,0.077,0.013
2007,11,6,-0.11,-0.236
2007,11,7,0.256,-0.116
2007,11,8,0.04,-0.148
2007,11,9,0.043,0
2007,11,10,0.014,-0.226
2007,11,11,0.577,0.069
2007,11,12,0.699,0.305
2007,11,13,-0.514,-0.961
2007,11,14,1.656,0.69
2007,11,15,1.141,0.753
2007,11,16,-0.03,0.063
2007,11,17,0.613,0.533
2007,11,18,0.101,0.049
2007,11,19,0.519,0.142
2007,11,20,2.818,2.24
2007,11,21,1.155,0.279
2007,11,22,-0.503,-0.356
2007,11,23,0.291,0.387
2007,11,24,0.394,0.175
2007,11,25,0.192,-0.414
2007,11,26,0.608,0.229
2007,11,27,2.382,1.651
2007,11,28,3.022,1.688
2007,11,29,2.233,2.322
2007,11,30,2.882,3.088
2007,12,1,0.379,0.295
2007,12,2,-3.239,-2.19
2007,12,3,-4.891,-3.199
2007,12,4,0.795,0.205
2007,12,5,0.581,0.72
2007,12,6,0.076,0.673
2007,12,7,4.885,3.822
2007,12,8,5.272,3.129
2007,12,9,3.328,0.724
2007,12,10,1.196,-0.557
2007,12,11,-0.681,-0.781
2007,12,12,-0.117,-0.584
2007,12,13,1.628,0.675
2007,12,14,0.34,0.023
2007,12,15,-0.702,-0.633
2007,12,16,-1.083,-0.74
2007,12,17,-0.56,-0.366
2007,12,18,0.028,0.521
2007,12,19,-1.084,-0.7
2007,12,20,0.681,0.449
2007,12,21,1.383,1.108
2007,12,22,1.166,1.019
2007,12,23,1.014,0.98
2007,12,24,0.633,0.052
2007,12,25,0.455,-0.171
2007,12,26,1.685,1.299
2007,12,27,0.931,0.7
2007,12,28,-0.379,-0.448
2007,12,29,-0.111,-0.051
2007,12,30,0.99,0.756
2007,12,31,-0.296,-0.715
2008,1,1,-0.503,-0.448
2008,1,2,-0.838,0.158
2008,1,3,-2.02,-1.425
2008,1,4,-1.621,-1.098
2008,1,5,-1.039,-0.532
2008,1,6,-0.671,-0.469
2008,1,7,-0.356,0.024
2008,1,8,-0.282,-0.594
2008,1,9,0.321,-0.269
2008,1,10,0.308,-0.056
2008,1,11,-0.117,-0.422
2008,1,12,1.086,0.334
2008,1,13,0.57,-0.195
2008,1,14,0.128,-0.382
2008,1,15,1.739,0.54
2008,1,16,1.772,0.406
2008,1,17,0.399,-0.515
2008,1,18,0.093,-0.458
2008,1,19,0.061,-0.14
2008,1,20,0.844,0.438
2008,1,21,0.352,0.336
2008,1,22,-0.75,-0.207
2008,1,23,-0.274,-0.299
2008,1,24,0.233,-0.059
2008,1,25,-0.978,-1.282
2008,1,26,-1.409,-2.698
2008,1,27,0.361,-0.073
2008,1,28,2.076,0.926
2008,1,29,0.76,-0.343
2008,1,30,0.746,0.068
2008,1,31,0.066,-0.271
2008,2,1,1.088,-0.002
2008,2,2,0.26,-0.038
2008,2,3,2.045,1.486
2008,2,4,1.763,1.739
2008,2,5,0.612,-0.464
2008,2,6,0.775,-0.048
2008,2,7,1.615,1.092
2008,2,8,1.864,0.461
2008,2,9,1.537,0.506
2008,2,10,1.92,1.182
2008,2,11,2.658,1.401
2008,2,12,3.081,1.402
2008,2,13,4.377,3.027
2008,2,14,2.379,1.113
2008,2,15,0.677,-0.079
2008,2,16,0.242,0.045
2008,2,17,-1.132,-0.461
2008,2,18,-1.776,-1.02
2008,2,19,-0.679,-0.452
2008,2,20,0.101,-0.025
2008,2,21,-0.092,0.119
2008,2,22,0.287,0.311
2008,2,23,-0.361,-0.298
2008,2,24,-1.272,-0.959
2008,2,25,0.103,-0.014
2008,2,26,0.454,0.607
2008,2,27,1.656,1.593
2008,2,28,2.444,1.862
2008,2,29,0.859,0.487
2008,3,1,1.673,1.437
2008,3,2,3.212,2.792
2008,3,3,2.044,0.612
2008,3,4,2.235,1.268
2008,3,5,1.695,0.92
2008,3,6,-0.084,-0.362
2008,3,7,0.824,0.369
2008,3,8,0.139,-0.081
2008,3,9,0.153,-0.189
2008,3,10,0.151,-0.495
2008,3,11,-0.128,-0.341
