 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 06/30/2020   17:57:12     -0.114    14.9247   0.415999     -0.114     3.1636  1001.5469
 06/30/2020   17:57:14      0.418    13.3447   3.611591      0.415    30.3265  1022.7198
 06/30/2020   17:57:16      0.742    13.2283   3.918993      0.737    33.1140  1024.8903
 06/30/2020   17:57:18      0.712    13.1981   3.969488      0.707    33.6161  1025.2847
 06/30/2020   17:57:20      0.741    13.1867   4.003283      0.735    33.9443  1025.5410
 06/30/2020   17:57:22      0.798    13.1833   4.006541      0.792    33.9781  1025.5682
 06/30/2020   17:57:24      0.715    13.2291   4.010138      0.710    33.9713  1025.5533
 06/30/2020   17:57:26      0.719    13.2893   4.015092      0.714    33.9642  1025.5357
 06/30/2020   17:57:28      0.705    13.3206   4.019607      0.699    33.9789  1025.5407
 06/30/2020   17:57:30      0.637    13.2966   4.021111      0.632    34.0146  1025.5728
 06/30/2020   17:57:32      0.687    13.3278   3.603191      0.682    30.1034  1022.5443
 06/30/2020   17:57:34      0.556    13.3294   3.895721      0.552    32.8147  1024.6383
 06/30/2020   17:57:36      0.447    13.4257   4.027102      0.444    33.9558  1025.5004
 06/30/2020   17:57:38      0.453    13.4449   3.862940      0.450    32.4152  1024.3062
 06/30/2020   17:57:40      0.578    13.4182   4.024921      0.574    33.9419  1025.4917
 06/30/2020   17:57:42      0.627    13.3954   4.025283      0.623    33.9656  1025.5149
 06/30/2020   17:57:44      0.657    13.3477   4.025980      0.652    34.0148  1025.5628
 06/30/2020   17:57:46      0.752    13.3036   4.027271      0.746    34.0664  1025.6121
 06/30/2020   17:57:48      0.627    13.2755   4.022699      0.623    34.0485  1025.6033
 06/30/2020   17:57:50      0.755    13.1578   4.007845      0.750    34.0133  1025.6004
 06/30/2020   17:57:52      0.665    12.9351   3.969632      0.660    33.8503  1025.5180
 06/30/2020   17:57:54      0.691    12.8297   3.963301      0.686    33.8844  1025.5655
 06/30/2020   17:57:56      0.756    12.8592   3.962703      0.750    33.8522  1025.5350
 06/30/2020   17:57:58      0.736    12.9121   3.966666      0.731    33.8426  1025.5170
 06/30/2020   17:58:00      0.770    12.9143   3.966416      0.764    33.8382  1025.5133
 06/30/2020   17:58:02      0.753    12.9593   3.970323      0.748    33.8351  1025.5019
 06/30/2020   17:58:04      0.762    12.8842   3.963264      0.756    33.8351  1025.5168
 06/30/2020   17:58:06      0.808    12.8450   3.959580      0.801    33.8351  1025.5248
 06/30/2020   17:58:08      0.655    12.9794   3.972454      0.650    33.8374  1025.4992
 06/30/2020   17:58:10      0.752    13.0113   3.974385      0.747    33.8272  1025.4855
 06/30/2020   17:58:12      0.786    13.0520   3.978779      0.780    33.8325  1025.4816
 06/30/2020   17:58:14      0.781    13.0292   3.976203      0.775    33.8285  1025.4830
 06/30/2020   17:58:16      0.674    13.1241   3.984946      0.669    33.8267  1025.4622
 06/30/2020   17:58:18      0.793    13.0388   3.977207      0.787    33.8293  1025.4818
 06/30/2020   17:58:20      0.751    13.1123   3.984348      0.745    33.8315  1025.4687
 06/30/2020   17:58:22      0.699    13.1415   3.987314      0.694    33.8335  1025.4642
 06/30/2020   17:58:24      0.731    13.0261   3.976147      0.725    33.8306  1025.4851
 06/30/2020   17:58:26      0.798    12.9799   3.971423      0.792    33.8271  1025.4918
 06/30/2020   17:58:28      0.705    13.1510   3.987926      0.699    33.8309  1025.4603
 06/30/2020   17:58:30      0.747    13.0943   3.982168      0.741    33.8269  1025.4687
 06/30/2020   17:58:32      0.764    13.0819   3.981007      0.759    33.8270  1025.4713
 06/30/2020   17:58:34      0.663    13.1175   3.984348      0.658    33.8269  1025.4636
 06/30/2020   17:58:36      0.431    13.1801   3.990016      0.427    33.8248  1025.4485
 06/30/2020   17:58:38      0.117    13.2161   3.990325      0.116    33.7958  1025.4174
 06/30/2020   17:58:40      0.114    13.2251   3.994441      0.113    33.8267  1025.4395
 06/30/2020   17:58:42      0.670    13.2068   3.992502      0.665    33.8244  1025.4439
 06/30/2020   17:58:44      0.978    12.9287   3.968729      0.971    33.8471  1025.5182
 06/30/2020   17:58:46      1.855    12.2293   3.901864      1.841    33.8350  1025.6490
 06/30/2020   17:58:48      2.849    12.0143   3.881858      2.828    33.8356  1025.6949
 06/30/2020   17:58:50      4.001    11.7653   3.857764      3.971    33.8267  1025.7399
 06/30/2020   17:58:52      5.011    11.6200   3.845375      4.974    33.8375  1025.7799
 06/30/2020   17:58:54      6.171    11.5575   3.839853      6.125    33.8400  1025.7987
 06/30/2020   17:58:56      7.007    11.5540   3.839434      6.954    33.8387  1025.8020
 06/30/2020   17:58:58      7.773    11.5496   3.839030      7.715    33.8384  1025.8061
 06/30/2020   17:59:00      9.150    11.5483   3.838821      9.081    33.8370  1025.8114
 06/30/2020   17:59:02      9.628    11.5497   3.838831      9.555    33.8356  1025.8122
 06/30/2020   17:59:04     11.192    11.5448   3.838427     11.108    33.8354  1025.8200
 06/30/2020   17:59:06     11.312    11.5486   3.838721     11.227    33.8348  1025.8194
 06/30/2020   17:59:08     12.583    11.5431   3.838190     12.489    33.8341  1025.8255
 06/30/2020   17:59:10     13.746    11.5402   3.837988     13.642    33.8342  1025.8314
 06/30/2020   17:59:12     14.634    11.5321   3.837309     14.524    33.8346  1025.8372
 06/30/2020   17:59:14     15.280    11.5325   3.837324     15.165    33.8341  1025.8397
 06/30/2020   17:59:16     15.534    11.5323   3.837368     15.417    33.8346  1025.8412
 06/30/2020   17:59:18     15.033    11.5339   3.837438     14.920    33.8340  1025.8382
 06/30/2020   17:59:20     14.608    11.5325   3.837274     14.498    33.8339  1025.8365
 06/30/2020   17:59:22     14.128    11.5348   3.837439     14.022    33.8336  1025.8336
 06/30/2020   17:59:24     12.721    11.5397   3.837686     12.626    33.8321  1025.8253
 06/30/2020   17:59:26     12.250    11.5421   3.837787     12.158    33.8312  1025.8220
 06/30/2020   17:59:28     11.390    11.5434   3.837849     11.305    33.8310  1025.8177
 06/30/2020   17:59:30     10.101    11.5468   3.838104     10.025    33.8309  1025.8112
 06/30/2020   17:59:32      9.521    11.5441   3.837792      9.449    33.8305  1025.8088
 06/30/2020   17:59:34      8.448    11.5468   3.838055      8.385    33.8311  1025.8039
 06/30/2020   17:59:36      7.637    11.5444   3.837641      7.580    33.8296  1025.7995
