 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 09/03/2020   19:02:22     -0.127    13.8139   0.144709     -0.126     0.9405  1000.0014
 09/03/2020   19:02:24     -0.126    13.8165   0.123804     -0.125     0.7987   999.8911
 09/03/2020   19:02:26     -0.125    13.8191   0.112812     -0.124     0.7246   999.8333
 09/03/2020   19:02:28     -0.125    13.8216   0.111175     -0.124     0.7136   999.8244
 09/03/2020   19:02:30     -0.126    13.8243   0.114394     -0.125     0.7351   999.8407
 09/03/2020   19:02:32     -0.125    13.8270   0.118603     -0.124     0.7634   999.8623
 09/03/2020   19:02:34     -0.126    13.8296   0.102010     -0.125     0.6522   999.7757
 09/03/2020   19:02:36     -0.126    13.8340   0.099539     -0.125     0.6357   999.7623
 09/03/2020   19:02:38     -0.126    13.8385   0.095767     -0.125     0.6105   999.7421
 09/03/2020   19:02:40     -0.090    13.8703   0.620376     -0.089     4.9554  1003.0814
 09/03/2020   19:02:42      0.734    14.0099   4.050400      0.728    33.6586  1025.1519
 09/03/2020   19:02:44      1.202    14.0147   4.036322      1.193    33.5224  1025.0477
 09/03/2020   19:02:46      1.206    14.0163   4.035891      1.197    33.5169  1025.0431
 09/03/2020   19:02:48      1.164    14.0133   4.036070      1.155    33.5212  1025.0469
 09/03/2020   19:02:50      1.199    14.0090   4.035636      1.190    33.5210  1025.0478
 09/03/2020   19:02:52      1.162    14.0035   4.035261      1.153    33.5223  1025.0497
 09/03/2020   19:02:54      1.191    14.0016   4.035148      1.182    33.5229  1025.0508
 09/03/2020   19:02:56      1.190    13.9960   4.034786      1.181    33.5245  1025.0531
 09/03/2020   19:02:58      1.259    14.0066   4.035568      1.249    33.5224  1025.0496
 09/03/2020   19:03:00      1.157    13.9897   4.034973      1.149    33.5316  1025.0598
 09/03/2020   19:03:02      1.153    13.9689   4.032529      1.144    33.5272  1025.0607
 09/03/2020   19:03:04      1.165    13.9487   4.031429      1.156    33.5346  1025.0706
 09/03/2020   19:03:06      1.197    13.9453   4.030184      1.188    33.5260  1025.0648
 09/03/2020   19:03:08      1.220    13.9176   4.027154      1.211    33.5220  1025.0676
 09/03/2020   19:03:10      1.166    13.9031   4.025792      1.158    33.5221  1025.0704
 09/03/2020   19:03:12      1.187    13.9078   4.026266      1.178    33.5223  1025.0697
 09/03/2020   19:03:14      1.187    13.9082   4.026270      1.179    33.5220  1025.0694
 09/03/2020   19:03:16      1.217    13.9093   4.026392      1.208    33.5222  1025.0694
