 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 07/28/2020   18:26:56     -0.172    14.8505   0.060781     -0.171     0.3711   999.4105
 07/28/2020   18:26:58     -0.174    14.8478   0.063631     -0.173     0.3892   999.4249
 07/28/2020   18:27:00     -0.174    14.8421   0.075256     -0.173     0.4633   999.4831
 07/28/2020   18:27:02     -0.173    14.8379   0.071739     -0.172     0.4410   999.4664
 07/28/2020   18:27:04     -0.079    14.9211   1.426428     -0.079    11.3805  1007.8484
 07/28/2020   18:27:06      0.639    15.0875   4.147297      0.634    33.6101  1024.8843
 07/28/2020   18:27:08      0.890    15.0730   4.144395      0.883    33.5962  1024.8779
 07/28/2020   18:27:10      0.870    15.0762   4.143877      0.863    33.5888  1024.8714
 07/28/2020   18:27:12      0.807    15.0544   4.142853      0.801    33.5983  1024.8832
 07/28/2020   18:27:14      0.861    15.0396   4.141850      0.855    33.6018  1024.8893
 07/28/2020   18:27:16      0.864    15.0467   4.141503      0.857    33.5926  1024.8807
 07/28/2020   18:27:18      0.833    15.0317   4.141136      0.827    33.6022  1024.8912
 07/28/2020   18:27:20      0.855    15.0290   4.141152      0.849    33.6046  1024.8938
 07/28/2020   18:27:22      0.881    15.0334   4.142028      0.875    33.6088  1024.8962
 07/28/2020   18:27:24      0.870    15.0365   4.142000      0.863    33.6059  1024.8932
 07/28/2020   18:27:26      0.994    15.0296   4.141511      0.986    33.6074  1024.8964
 07/28/2020   18:27:28      1.004    15.0217   4.140871      0.997    33.6083  1024.8989
 07/28/2020   18:27:30      1.011    15.0271   4.140905      1.004    33.6040  1024.8944
 07/28/2020   18:27:32      0.998    15.0190   4.140476      0.990    33.6071  1024.8985
 07/28/2020   18:27:34      1.021    15.0182   4.140497      1.013    33.6080  1024.8995
 07/28/2020   18:27:36      1.025    15.0236   4.141354      1.017    33.6111  1024.9007
 07/28/2020   18:27:38      1.029    15.0221   4.141151      1.022    33.6105  1024.9006
 07/28/2020   18:27:40      1.040    15.0284   4.141983      1.033    33.6127  1024.9010
 07/28/2020   18:27:42      1.038    15.0376   4.143142      1.031    33.6152  1024.9008
 07/28/2020   18:27:44      1.024    15.0496   4.144500      1.016    33.6172  1024.8998
 07/28/2020   18:27:46      1.041    15.0469   4.144181      1.033    33.6167  1024.9000
 07/28/2020   18:27:48      0.988    15.0478   4.144275      0.981    33.6167  1024.8996
 07/28/2020   18:27:50      1.035    15.0518   4.144706      1.027    33.6172  1024.8993
 07/28/2020   18:27:52      0.986    15.0581   4.145388      0.978    33.6179  1024.8983
 07/28/2020   18:27:54      1.044    15.0548   4.145006      1.036    33.6173  1024.8987
 07/28/2020   18:27:56      1.015    15.0736   4.146653      1.007    33.6161  1024.8936
 07/28/2020   18:27:58      1.059    15.0938   4.148703      1.051    33.6172  1024.8903
 07/28/2020   18:28:00      1.041    15.0924   4.148454      1.033    33.6162  1024.8897
 07/28/2020   18:28:02      1.072    15.0700   4.146615      1.064    33.6188  1024.8967
 07/28/2020   18:28:04      1.001    15.0678   4.146283      0.993    33.6177  1024.8960
 07/28/2020   18:28:06      1.031    15.0656   4.146085      1.024    33.6178  1024.8968
 07/28/2020   18:28:08      1.037    15.0607   4.145543      1.029    33.6171  1024.8973
 07/28/2020   18:28:10      1.043    15.0545   4.144990      1.035    33.6174  1024.8989
 07/28/2020   18:28:12      1.050    15.0523   4.144768      1.043    33.6173  1024.8994
 07/28/2020   18:28:14      1.004    15.0527   4.144789      0.996    33.6172  1024.8990
 07/28/2020   18:28:16      1.031    15.0528   4.144810      1.023    33.6173  1024.8992
 07/28/2020   18:28:18      1.058    15.0517   4.144647      1.050    33.6167  1024.8991
 07/28/2020   18:28:20      1.012    15.0527   4.144796      1.005    33.6172  1024.8990
 07/28/2020   18:28:22      1.003    15.0500   4.144527      0.996    33.6171  1024.8995
 07/28/2020   18:28:24      1.000    15.0471   4.144229      0.992    33.6170  1024.9000
 07/28/2020   18:28:26      1.056    15.0330   4.142614      1.048    33.6144  1024.9014
 07/28/2020   18:28:28      1.020    15.0352   4.142983      1.012    33.6158  1024.9018
 07/28/2020   18:28:30      1.046    15.0328   4.142711      1.038    33.6155  1024.9022
 07/28/2020   18:28:32      1.004    15.0416   4.143639      0.997    33.6163  1024.9007
 07/28/2020   18:28:34      1.001    15.0358   4.143049      0.993    33.6159  1024.9017
 07/28/2020   18:28:36      1.014    15.0349   4.142890      1.006    33.6153  1024.9014
 07/28/2020   18:28:38      1.048    15.0503   4.144591      1.040    33.6174  1024.8999
 07/28/2020   18:28:40      0.990    15.0523   4.144753      0.983    33.6171  1024.8990
 07/28/2020   18:28:42      1.012    15.0477   4.144273      1.004    33.6168  1024.8998
 07/28/2020   18:28:44      1.037    15.0452   4.143996      1.030    33.6165  1024.9002
 07/28/2020   18:28:46      0.991    15.0491   4.144418      0.984    33.6169  1024.8995
 07/28/2020   18:28:48      1.039    15.0527   4.144742      1.032    33.6167  1024.8987
 07/28/2020   18:28:50      1.003    15.0574   4.145271      0.996    33.6175  1024.8982
 07/28/2020   18:28:52      1.004    15.0620   4.145709      0.997    33.6175  1024.8972
 07/28/2020   18:28:54      1.040    15.0634   4.145854      1.033    33.6176  1024.8971
 07/28/2020   18:28:56      0.997    15.0585   4.145363      0.989    33.6173  1024.8978
 07/28/2020   18:28:58      1.033    15.0615   4.145687      1.025    33.6177  1024.8976
 07/28/2020   18:29:00      1.006    15.0669   4.146184      0.998    33.6176  1024.8962
 07/28/2020   18:29:02      1.014    15.0621   4.145722      1.007    33.6176  1024.8972
 07/28/2020   18:29:04      1.012    15.0595   4.145460      1.004    33.6174  1024.8977
 07/28/2020   18:29:06      1.028    15.0582   4.145344      1.020    33.6175  1024.8981
 07/28/2020   18:29:08      1.305    15.0432   4.144032      1.295    33.6184  1024.9033
 07/28/2020   18:29:10      2.403    14.8815   4.127253      2.385    33.6049  1024.9329
 07/28/2020   18:29:12      3.421    14.7813   4.119122      3.395    33.6171  1024.9684
 07/28/2020   18:29:14      4.439    14.7474   4.116632      4.406    33.6232  1024.9850
 07/28/2020   18:29:16      5.531    14.7241   4.114749      5.490    33.6258  1024.9968
 07/28/2020   18:29:18      6.483    14.6903   4.112269      6.434    33.6320  1025.0131
 07/28/2020   18:29:20      7.727    14.6264   4.106679      7.669    33.6358  1025.0353
 07/28/2020   18:29:22      8.665    14.5758   4.102478      8.600    33.6409  1025.0541
 07/28/2020   18:29:24      9.556    14.5355   4.098908      9.485    33.6428  1025.0682
 07/28/2020   18:29:26      9.622    14.5400   4.099321      9.549    33.6426  1025.0674
 07/28/2020   18:29:28      8.750    14.5381   4.099155      8.684    33.6431  1025.0643
 07/28/2020   18:29:30      7.759    14.5568   4.100524      7.701    33.6398  1025.0534
 07/28/2020   18:29:32      6.749    14.6008   4.104451      6.699    33.6380  1025.0381
 07/28/2020   18:29:34      5.812    14.6478   4.108482      5.769    33.6345  1025.0211
 07/28/2020   18:29:36      4.835    14.6858   4.111599      4.799    33.6304  1025.0055
 07/28/2020   18:29:38      3.825    14.7395   4.115858      3.796    33.6232  1024.9839
 07/28/2020   18:29:40      2.951    14.7632   4.117573      2.929    33.6188  1024.9715
 07/28/2020   18:29:42      1.958    14.8015   4.120739      1.943    33.6149  1024.9558
 07/28/2020   18:29:44      0.988    14.9351   4.133300      0.980    33.6143  1024.9222
 07/28/2020   18:29:46      0.104    15.0609   4.145683      0.103    33.6186  1024.8942
 07/28/2020   18:29:48     -0.170    14.9942   3.690116     -0.169    29.7824  1021.9628
 07/28/2020   18:29:50     -0.175    14.9630   0.574564     -0.174     3.9371  1002.1401
 07/28/2020   18:29:52     -0.175    14.9533   0.447148     -0.174     3.0117  1001.4306
 07/28/2020   18:29:54     -0.175    14.9446   0.366074     -0.174     2.4347  1000.9881
 07/28/2020   18:29:56     -0.175    14.9365   0.318321     -0.174     2.0983  1000.7305
 07/28/2020   18:29:58     -0.175    14.9284   0.293947     -0.174     1.9291  1000.6013
 07/28/2020   18:30:00     -0.175    14.8869   0.291076     -0.174     1.9130  1000.5953
 07/28/2020   18:30:01     -0.176 -9.990e-29   0.307339     -0.175 -9.990e-29 -9.990e-29
