 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 06/30/2020   18:15:39     -0.116    12.5794   0.590743     -0.115     4.6287  1003.0102
 06/30/2020   18:15:41      0.452    12.7241   3.759401      0.449    32.0562  1024.1702
 06/30/2020   18:15:43      0.991    12.6212   3.944811      0.984    33.8950  1025.6160
 06/30/2020   18:15:45      0.989    12.6223   3.943569      0.981    33.8821  1025.6057
 06/30/2020   18:15:47      1.020    12.6475   3.946111      1.013    33.8837  1025.6022
 06/30/2020   18:15:49      1.007    12.5673   3.940973      1.000    33.9068  1025.6357
 06/30/2020   18:15:51      1.024    12.5720   3.941148      1.016    33.9042  1025.6328
 06/30/2020   18:15:53      1.059    12.6144   3.943005      1.051    33.8838  1025.6089
 06/30/2020   18:15:55      1.070    12.6118   3.944435      1.062    33.8998  1025.6218
 06/30/2020   18:15:57      1.028    12.6186   3.944040      1.020    33.8899  1025.6126
 06/30/2020   18:15:59      1.062    12.6061   3.943827      1.054    33.8991  1025.6224
 06/30/2020   18:16:01      1.051    12.6014   3.942417      1.043    33.8899  1025.6161
 06/30/2020   18:16:03      1.007    12.5832   3.941024      0.999    33.8929  1025.6218
 06/30/2020   18:16:05      1.065    12.5570   3.941109      1.057    33.9174  1025.6462
 06/30/2020   18:16:07      1.105    12.5434   3.939807      1.097    33.9171  1025.6488
 06/30/2020   18:16:09      0.963    12.5565   3.940166      0.956    33.9088  1025.6391
 06/30/2020   18:16:11      1.048    12.5496   3.941222      1.040    33.9251  1025.6535
 06/30/2020   18:16:13      1.047    12.5428   3.941170      1.039    33.9308  1025.6592
 06/30/2020   18:16:15      1.051    12.5416   3.942451      1.043    33.9442  1025.6698
 06/30/2020   18:16:17      1.060    12.5446   3.941856      1.052    33.9357  1025.6627
 06/30/2020   18:16:19      0.982    12.4905   3.931580      0.975    33.8858  1025.6342
 06/30/2020   18:16:21      1.073    12.3442   3.918081      1.065    33.8880  1025.6645
 06/30/2020   18:16:23      1.084    12.2978   3.911971      1.076    33.8709  1025.6603
 06/30/2020   18:16:25      0.989    12.3867   3.920278      0.981    33.8708  1025.6427
 06/30/2020   18:16:27      1.039    12.4112   3.922318      1.031    33.8683  1025.6362
 06/30/2020   18:16:29      0.990    12.4302   3.925350      0.983    33.8803  1025.6417
 06/30/2020   18:16:31      0.948    12.4304   3.924577      0.941    33.8727  1025.6355
 06/30/2020   18:16:33      0.899    12.4733   3.928239      0.892    33.8693  1025.6243
 06/30/2020   18:16:35      0.827    12.5769   3.938592      0.821    33.8753  1025.6086
 06/30/2020   18:16:37      0.874    12.5088   3.932022      0.867    33.8737  1025.6208
 06/30/2020   18:16:39      0.690    12.5990   3.940249      0.685    33.8714  1025.6006
 06/30/2020   18:16:41      0.253    12.7108   3.950649      0.251    33.8706  1025.5761
 06/30/2020   18:16:43      0.164    12.8011   3.959550      0.163    33.8746  1025.5611
 06/30/2020   18:16:45      0.611    12.7295   3.952890      0.607    33.8750  1025.5775
 06/30/2020   18:16:47      1.041    12.5039   3.932491      1.033    33.8825  1025.6293
 06/30/2020   18:16:49      1.654    12.1325   3.897625      1.642    33.8818  1025.7028
 06/30/2020   18:16:51      2.797    11.7490   3.862558      2.776    33.8890  1025.7859
 06/30/2020   18:16:53      3.713    11.5799   3.847559      3.685    33.8962  1025.8271
 06/30/2020   18:16:55      4.747    11.3970   3.830957      4.712    33.9002  1025.8685
 06/30/2020   18:16:57      6.001    11.2751   3.820074      5.956    33.9042  1025.8996
 06/30/2020   18:16:59      6.977    11.2599   3.818500      6.925    33.9021  1025.9051
 06/30/2020   18:17:01      8.035    11.2273   3.815486      7.974    33.9019  1025.9157
 06/30/2020   18:17:03      9.088    11.1996   3.812995      9.020    33.9023  1025.9257
 06/30/2020   18:17:05     10.172    11.1855   3.811617     10.095    33.9012  1025.9323
 06/30/2020   18:17:07     11.186    11.1793   3.810975     11.102    33.9001  1025.9371
 06/30/2020   18:17:09     11.858    11.1746   3.810675     11.769    33.9011  1025.9418
 06/30/2020   18:17:11     13.228    11.1211   3.805711     13.129    33.9006  1025.9573
 06/30/2020   18:17:13     14.257    11.1177   3.805496     14.150    33.9012  1025.9630
 06/30/2020   18:17:15     15.447    11.1142   3.805188     15.331    33.9008  1025.9687
 06/30/2020   18:17:17     16.131    11.1139   3.805110     16.010    33.9000  1025.9712
 06/30/2020   18:17:19     16.820    11.1141   3.805073     16.693    33.8992  1025.9736
 06/30/2020   18:17:21     16.688    11.1165   3.805206     16.563    33.8984  1025.9720
 06/30/2020   18:17:23     16.250    11.1173   3.805191     16.128    33.8976  1025.9693
 06/30/2020   18:17:25     15.969    11.1155   3.805029     15.849    33.8978  1025.9685
 06/30/2020   18:17:27     15.072    11.1189   3.805237     14.959    33.8971  1025.9633
 06/30/2020   18:17:29     13.814    11.1175   3.805063     13.710    33.8973  1025.9580
 06/30/2020   18:17:31     13.318    11.1161   3.804882     13.218    33.8970  1025.9557
 06/30/2020   18:17:33     12.097    11.1217   3.805305     12.006    33.8966  1025.9489
 06/30/2020   18:17:35     11.085    11.1260   3.805557     11.002    33.8955  1025.9428
 06/30/2020   18:17:37     10.388    11.1611   3.808690     10.310    33.8945  1025.9325
 06/30/2020   18:17:39      8.989    11.1829   3.810461      8.922    33.8926  1025.9208
 06/30/2020   18:17:41      8.396    11.2209   3.813914      8.333    33.8921  1025.9108
 06/30/2020   18:17:43      7.717    11.2343   3.815020      7.659    33.8910  1025.9045
 06/30/2020   18:17:45      6.191    11.2543   3.816752      6.145    33.8904  1025.8935
 06/30/2020   18:17:47      5.380    11.2719   3.818278      5.340    33.8896  1025.8860
 06/30/2020   18:17:49      4.368    11.3405   3.824252      4.335    33.8860  1025.8662
 06/30/2020   18:17:51      3.491    11.4251   3.831574      3.465    33.8810  1025.8428
 06/30/2020   18:17:53      2.601    11.5532   3.843401      2.581    33.8804  1025.8147
 06/30/2020   18:17:55      1.565    11.6937   3.855814      1.554    33.8740  1025.7791
