 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 06/30/2020   18:01:19     -0.159    12.3335   0.238013     -0.158     1.6508  1000.7457
 06/30/2020   18:01:21      0.003    12.8208   2.099592      0.003    17.4173  1012.8415
 06/30/2020   18:01:23      0.814    13.1219   3.981054      0.807    33.7917  1025.4362
 06/30/2020   18:01:25      0.891    13.0238   3.973635      0.885    33.8088  1025.4694
 06/30/2020   18:01:27      0.894    13.0432   3.974268      0.888    33.7976  1025.4568
 06/30/2020   18:01:29      0.825    13.0424   3.974280      0.819    33.7984  1025.4573
 06/30/2020   18:01:31      0.991    12.9999   3.969841      0.983    33.7942  1025.4633
 06/30/2020   18:01:33      0.938    12.9171   3.966013      0.931    33.8317  1025.5085
 06/30/2020   18:01:35      0.914    12.8617   3.963478      0.907    33.8573  1025.5391
 06/30/2020   18:01:37      0.938    12.8078   3.960529      0.931    33.8775  1025.5656
 06/30/2020   18:01:39      0.917    12.7542   3.955688      0.910    33.8794  1025.5775
 06/30/2020   18:01:41      0.937    12.6929   3.950717      0.930    33.8870  1025.5955
 06/30/2020   18:01:43      0.895    12.6179   3.948686      0.888    33.9352  1025.6473
 06/30/2020   18:01:45      0.966    12.6327   3.947214      0.958    33.9077  1025.6234
 06/30/2020   18:01:47      0.874    12.6145   3.946261      0.868    33.9150  1025.6322
 06/30/2020   18:01:49      0.979    12.6318   3.947551      0.972    33.9117  1025.6267
 06/30/2020   18:01:51      0.897    12.6661   3.947864      0.890    33.8839  1025.5981
 06/30/2020   18:01:53      0.921    12.6134   3.945206      0.914    33.9058  1025.6255
 06/30/2020   18:01:55      0.803    12.5966   3.944502      0.797    33.9143  1025.6348
 06/30/2020   18:01:57      0.711    12.6233   3.940014      0.706    33.8473  1025.5773
 06/30/2020   18:01:59      0.758    12.8760   3.961520      0.752    33.8258  1025.5112
 06/30/2020   18:02:01      0.573    13.0498   3.978218      0.569    33.8293  1025.4786
 06/30/2020   18:02:03      0.351    13.1023   3.983124      0.349    33.8289  1025.4669
 06/30/2020   18:02:05      0.272    13.1434   3.987085      0.270    33.8299  1025.4590
 06/30/2020   18:02:07      0.393    13.1488   3.986550      0.390    33.8199  1025.4508
 06/30/2020   18:02:09      0.532    13.1360   3.986372      0.528    33.8296  1025.4614
 06/30/2020   18:02:11      0.502    13.1454   3.987285      0.498    33.8299  1025.4597
 06/30/2020   18:02:13      0.416    13.1734   3.990054      0.413    33.8312  1025.4547
 06/30/2020   18:02:15      0.567    13.1565   3.988595      0.563    33.8323  1025.4596
 06/30/2020   18:02:17      0.767    12.8181   3.957723      0.762    33.8414  1025.5347
 06/30/2020   18:02:19      0.853    12.5171   3.929428      0.847    33.8413  1025.5940
 06/30/2020   18:02:21      0.878    12.4371   3.921523      0.871    33.8374  1025.6066
 06/30/2020   18:02:23      0.883    12.3840   3.916677      0.876    33.8387  1025.6178
 06/30/2020   18:02:25      0.925    12.3418   3.912676      0.919    33.8382  1025.6257
 06/30/2020   18:02:27      1.007    12.3531   3.913334      0.999    33.8342  1025.6209
 06/30/2020   18:02:29      0.896    12.4233   3.920110      0.890    33.8362  1025.6084
 06/30/2020   18:02:31      0.943    12.3904   3.916842      0.936    33.8344  1025.6135
 06/30/2020   18:02:33      0.940    12.3592   3.914134      0.933    33.8365  1025.6211
