 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 09/30/2020   18:24:42     -0.114    13.0597   0.047505     -0.113     0.3009   999.6054
 09/30/2020   18:24:44     -0.121    13.0586   0.045971     -0.120     0.2909   999.5977
 09/30/2020   18:24:46     -0.118    13.0594   0.095871     -0.117     0.6249   999.8575
 09/30/2020   18:24:48     -0.118    13.0639   0.124550     -0.117     0.8195  1000.0082
 09/30/2020   18:24:50     -0.118    13.0789   0.126234     -0.117     0.8309  1000.0151
 09/30/2020   18:24:52     -0.120    13.0827   0.093712     -0.118     0.6084   999.8417
 09/30/2020   18:24:54      0.291    12.7390   2.787889      0.289    23.6776  1017.7042
 09/30/2020   18:24:56      0.720    12.4585   3.924373      0.714    33.8456  1025.6080
 09/30/2020   18:24:58      0.906    12.2739   3.907430      0.899    33.8489  1025.6470
 09/30/2020   18:25:00      0.913    12.2630   3.899755      0.906    33.7846  1025.5992
 09/30/2020   18:25:02      0.883    12.2835   3.900079      0.876    33.7692  1025.5832
 09/30/2020   18:25:04      0.922    12.2702   3.902159      0.915    33.8014  1025.6109
 09/30/2020   18:25:06      0.879    12.2613   3.901655      0.873    33.8045  1025.6148
 09/30/2020   18:25:08      0.914    12.3258   3.904216      0.907    33.7711  1025.5767
 09/30/2020   18:25:10      0.930    12.3169   3.902558      0.923    33.7630  1025.5722
 09/30/2020   18:25:12      0.907    12.2807   3.899028      0.900    33.7617  1025.5780
 09/30/2020   18:25:14      0.925    12.2932   3.901554      0.918    33.7747  1025.5858
 09/30/2020   18:25:16      0.878    12.2971   3.900549      0.872    33.7615  1025.5746
 09/30/2020   18:25:18      0.895    12.3043   3.901363      0.889    33.7629  1025.5744
 09/30/2020   18:25:20      0.924    12.3068   3.899148      0.917    33.7392  1025.5557
 09/30/2020   18:25:22      0.913    12.2960   3.898754      0.906    33.7451  1025.5623
 09/30/2020   18:25:24      0.896    12.3055   3.899681      0.890    33.7455  1025.5607
 09/30/2020   18:25:26      0.937    12.2548   3.893267      0.930    33.7293  1025.5580
 09/30/2020   18:25:28      0.883    12.1675   3.883370      0.876    33.7124  1025.5613
