 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 09/03/2020   18:45:55     -0.134    15.0908   0.000983     -0.133     0.0113   999.0954
 09/03/2020   18:45:57     -0.135    15.0852   0.000981     -0.134     0.0113   999.0963
 09/03/2020   18:45:59     -0.135    15.0904   0.000982     -0.134     0.0113   999.0955
 09/03/2020   18:46:01     -0.134    15.0910   0.000982     -0.133     0.0113   999.0954
 09/03/2020   18:46:03     -0.136    15.0960   0.000984     -0.135     0.0113   999.0947
 09/03/2020   18:46:05     -0.136    15.1013   0.000982     -0.135     0.0113   999.0939
 09/03/2020   18:46:07     -0.136    15.1081   0.000983     -0.135     0.0113   999.0928
 09/03/2020   18:46:09     -0.136    15.1170   0.000982     -0.135     0.0113   999.0915
 09/03/2020   18:46:11     -0.136    15.1401   0.000986     -0.135     0.0114   999.0880
 09/03/2020   18:46:13     -0.137    15.1590   0.001043     -0.136     0.0116   999.0853
 09/03/2020   18:46:15     -0.136    15.1601   0.003864     -0.135     0.0480   999.1134
 09/03/2020   18:46:17      0.047    14.7841   2.103639      0.046    17.3416  1012.4624
 09/03/2020   18:46:19      0.856    14.4467   4.088803      0.850    33.6307  1025.0390
 09/03/2020   18:46:21      1.137    14.4557   4.091300      1.129    33.6456  1025.0499
 09/03/2020   18:46:23      1.064    14.4458   4.086996      1.056    33.6148  1025.0278
 09/03/2020   18:46:25      1.006    14.4613   4.087738      0.999    33.6081  1025.0192
 09/03/2020   18:46:27      1.071    14.4668   4.086961      1.063    33.5962  1025.0091
 09/03/2020   18:46:29      1.075    14.4638   4.084716      1.066    33.5783  1024.9959
 09/03/2020   18:46:31      1.178    14.4537   4.074784      1.170    33.4959  1024.9349
 09/03/2020   18:46:33      1.189    14.4443   4.083066      1.180    33.5799  1025.0018
 09/03/2020   18:46:35      1.178    14.4392   4.080562      1.169    33.5614  1024.9885
 09/03/2020   18:46:37      1.153    14.4439   4.081733      1.145    33.5681  1024.9926
 09/03/2020   18:46:39      1.227    14.4344   4.078741      1.218    33.5488  1024.9800
 09/03/2020   18:46:41      1.271    14.4136   4.074499      1.261    33.5278  1024.9685
 09/03/2020   18:46:43      1.217    14.4070   4.073772      1.208    33.5269  1024.9689
 09/03/2020   18:46:45      1.280    14.3943   4.072815      1.270    33.5291  1024.9736
 09/03/2020   18:46:47      1.259    14.3969   4.073127      1.250    33.5297  1024.9734
 09/03/2020   18:46:49      1.272    14.4030   4.073667      1.262    33.5294  1024.9720
 09/03/2020   18:46:51      1.254    14.4097   4.074284      1.245    33.5292  1024.9703
 09/03/2020   18:46:53      1.291    14.4098   4.074216      1.282    33.5286  1024.9699
 09/03/2020   18:46:55      1.227    14.4077   4.074069      1.217    33.5291  1024.9705
 09/03/2020   18:46:57      1.241    14.4039   4.073704      1.231    33.5290  1024.9713
 09/03/2020   18:46:59      1.219    14.4014   4.073502      1.210    33.5293  1024.9720
 09/03/2020   18:47:01      1.238    14.4028   4.073597      1.229    33.5289  1024.9715
 09/03/2020   18:47:03      1.216    14.4026   4.073591      1.206    33.5291  1024.9715
 09/03/2020   18:47:05      1.167    14.4042   4.073743      1.158    33.5291  1024.9710
 09/03/2020   18:47:07      1.241    14.4050   4.073815      1.232    33.5290  1024.9711
 09/03/2020   18:47:09      1.144    14.4061   4.073895      1.135    33.5289  1024.9703
 09/03/2020   18:47:11      1.134    14.4073   4.074029      1.125    33.5290  1024.9701
 09/03/2020   18:47:13      1.201    14.4070   4.074019      1.192    33.5291  1024.9706
 09/03/2020   18:47:15      1.194    14.4040   4.073679      1.185    33.5286  1024.9708
 09/03/2020   18:47:17      1.193    14.4073   4.074046      1.184    33.5292  1024.9705
 09/03/2020   18:47:19      1.165    14.4091   4.074200      1.156    33.5290  1024.9699
 09/03/2020   18:47:21      1.182    14.4098   4.074276      1.173    33.5291  1024.9699
