 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 07/28/2020   18:31:18     -0.172    14.7807   0.057011     -0.171     0.3480   999.4030
 07/28/2020   18:31:20     -0.172    14.7750   0.057111     -0.171     0.3487   999.4044
 07/28/2020   18:31:22     -0.173    14.7691   0.057403     -0.172     0.3505   999.4067
 07/28/2020   18:31:24     -0.173    14.7638   0.096833     -0.172     0.6035   999.6033
 07/28/2020   18:31:26     -0.172    14.7591   0.097298     -0.171     0.6065   999.6063
 07/28/2020   18:31:28     -0.138    14.8110   0.595018     -0.137     4.6647  1002.7125
 07/28/2020   18:31:30      0.537    15.0781   4.157330      0.533    33.7103  1024.9632
 07/28/2020   18:31:32      1.101    15.0579   4.142714      1.093    33.5939  1024.8803
 07/28/2020   18:31:34      1.063    15.0479   4.140910      1.056    33.5862  1024.8764
 07/28/2020   18:31:36      1.032    15.0517   4.140107      1.024    33.5756  1024.8673
 07/28/2020   18:31:38      1.091    15.0319   4.138955      1.083    33.5821  1024.8769
 07/28/2020   18:31:40      1.048    15.0325   4.139173      1.040    33.5837  1024.8778
 07/28/2020   18:31:42      1.073    15.0317   4.138167      1.065    33.5752  1024.8715
 07/28/2020   18:31:44      1.085    15.0034   4.136503      1.077    33.5845  1024.8849
 07/28/2020   18:31:46      1.032    15.0079   4.137216      1.024    33.5871  1024.8856
 07/28/2020   18:31:48      1.057    14.9928   4.135985      1.049    33.5889  1024.8904
 07/28/2020   18:31:50      1.084    14.9877   4.134685      1.076    33.5815  1024.8859
 07/28/2020   18:31:52      1.041    14.9662   4.134099      1.033    33.5947  1024.9005
 07/28/2020   18:31:54      1.058    14.9574   4.133538      1.050    33.5972  1024.9045
 07/28/2020   18:31:56      1.093    14.9641   4.133458      1.084    33.5906  1024.8982
 07/28/2020   18:31:58      1.015    14.9707   4.133862      1.008    33.5887  1024.8949
 07/28/2020   18:32:00      1.020    14.9786   4.134159      1.013    33.5846  1024.8900
 07/28/2020   18:32:02      1.081    15.0198   4.139727      1.073    33.5996  1024.8930
 07/28/2020   18:32:04      1.108    15.0923   4.148652      1.100    33.6180  1024.8914
 07/28/2020   18:32:06      1.035    15.0921   4.148490      1.027    33.6167  1024.8902
 07/28/2020   18:32:08      1.066    15.0778   4.147168      1.058    33.6171  1024.8937
 07/28/2020   18:32:10      1.041    15.0948   4.148863      1.033    33.6178  1024.8905
 07/28/2020   18:32:12      1.056    15.1055   4.149787      1.049    33.6170  1024.8876
 07/28/2020   18:32:14      1.074    15.1011   4.149443      1.066    33.6177  1024.8891
 07/28/2020   18:32:16      1.043    15.0844   4.147862      1.035    33.6177  1024.8926
 07/28/2020   18:32:18      1.027    15.0610   4.145577      1.020    33.6172  1024.8973
 07/28/2020   18:32:20      1.093    15.0732   4.146841      1.084    33.6181  1024.8956
 07/28/2020   18:32:22      1.078    15.0915   4.148612      1.070    33.6183  1024.8917
 07/28/2020   18:32:24      1.012    15.0616   4.145579      1.004    33.6167  1024.8967
 07/28/2020   18:32:26      1.039    15.0398   4.143688      1.031    33.6183  1024.9028
 07/28/2020   18:32:28      1.065    15.0365   4.143314      1.057    33.6178  1024.9032
 07/28/2020   18:32:30      1.058    15.0504   4.144663      1.050    33.6180  1024.9003
 07/28/2020   18:32:32      1.050    15.0472   4.144351      1.042    33.6179  1024.9009
 07/28/2020   18:32:34      1.018    15.0429   4.144082      1.011    33.6192  1024.9027
 07/28/2020   18:32:36      1.075    15.0331   4.142967      1.067    33.6176  1024.9038
 07/28/2020   18:32:38      1.058    15.0403   4.143761      1.050    33.6185  1024.9030
 07/28/2020   18:32:40      1.046    15.0387   4.143560      1.038    33.6181  1024.9029
 07/28/2020   18:32:42      1.044    15.0485   4.144434      1.036    33.6175  1024.9003
 07/28/2020   18:32:44      1.069    15.0713   4.146652      1.061    33.6180  1024.8959
 07/28/2020   18:32:46      1.053    15.0688   4.146405      1.045    33.6180  1024.8963
 07/28/2020   18:32:48      1.069    15.0648   4.146016      1.061    33.6178  1024.8971
 07/28/2020   18:32:50      1.031    15.0681   4.146358      1.023    33.6181  1024.8964
 07/28/2020   18:32:52      1.041    15.0728   4.146827      1.033    33.6183  1024.8956
 07/28/2020   18:32:54      0.805    15.1034   4.149290      0.798    33.6144  1024.8849
 07/28/2020   18:32:56      0.946    15.1094   4.150303      0.938    33.6184  1024.8873
 07/28/2020   18:32:58      1.981    14.9153   4.131872      1.966    33.6179  1024.9337
 07/28/2020   18:33:00      3.032    14.8154   4.123121      3.009    33.6242  1024.9648
 07/28/2020   18:33:02      4.085    14.7986   4.121971      4.054    33.6278  1024.9759
 07/28/2020   18:33:04      5.190    14.7360   4.116540      5.152    33.6320  1024.9975
 07/28/2020   18:33:06      6.179    14.6984   4.113266      6.133    33.6342  1025.0117
 07/28/2020   18:33:08      7.269    14.6899   4.112630      7.215    33.6354  1025.0193
 07/28/2020   18:33:10      8.244    14.6753   4.111287      8.182    33.6353  1025.0267
 07/28/2020   18:33:12      8.320    14.6750   4.111298      8.258    33.6357  1025.0274
 07/28/2020   18:33:14      7.625    14.6773   4.111434      7.568    33.6352  1025.0234
 07/28/2020   18:33:16      6.503    14.6885   4.112371      6.455    33.6345  1025.0155
 07/28/2020   18:33:18      5.598    14.6971   4.113064      5.556    33.6338  1025.0090
 07/28/2020   18:33:20      4.709    14.7218   4.115143      4.673    33.6317  1024.9982
 07/28/2020   18:33:22      3.671    14.7860   4.120695      3.643    33.6272  1024.9763
 07/28/2020   18:33:24      2.762    14.8034   4.121868      2.741    33.6232  1024.9654
 07/28/2020   18:33:26      1.745    14.8435   4.125232      1.732    33.6197  1024.9495
 07/28/2020   18:33:28      0.911    14.9823   4.138459      0.904    33.6204  1024.9164
 07/28/2020   18:33:30      0.281    15.0497   4.144665      0.279    33.6189  1024.8978
 07/28/2020   18:33:32     -0.175    15.0331   4.154636     -0.174    33.7247  1024.9809
 07/28/2020   18:33:34     -0.177    15.0028   1.111107     -0.176     8.2293  1005.4255
 07/28/2020   18:33:36     -0.178    14.9957   0.472228     -0.177     3.1888  1001.5600
 07/28/2020   18:33:38     -0.178    14.9893   0.447587     -0.177     3.0141  1001.4266
 07/28/2020   18:33:40     -0.178    14.9841   0.310954     -0.177     2.0450  1000.6819
 07/28/2020   18:33:42     -0.179    14.9793   0.273431     -0.177     1.7848  1000.4823
 07/28/2020   18:33:44     -0.178    14.9743   0.265724     -0.177     1.7317  1000.4422
 07/28/2020   18:33:46     -0.178    14.9686   0.251089     -0.177     1.6314  1000.3657
 07/28/2020   18:33:48     -0.178    14.9638   0.270849     -0.177     1.7677  1000.4715
 07/28/2020   18:33:50     -0.177    14.9598   0.222029     -0.176     1.4579  1000.2334
 07/28/2020   18:33:51     -0.176 -9.990e-29   0.197316     -0.175 -9.990e-29 -9.990e-29
