 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 10/11/2019   16:48:55     -0.099    11.8430   0.180654     -0.098     1.2503  1000.4928
 10/11/2019   16:48:57     -0.100    11.8459   0.117250     -0.099     0.7943  1000.1371
 10/11/2019   16:48:59     -0.097    11.6766   0.089510     -0.096     0.6016  1000.0058
 10/11/2019   16:49:01     -0.075    11.4980   0.401855     -0.074     3.1218  1001.9812
 10/11/2019   16:49:03     -0.068    11.4922   0.521277     -0.068     4.1521  1002.7802
 10/11/2019   16:49:05      0.082    11.4777   3.508207      0.082    30.7784  1023.4125
 10/11/2019   16:49:07     -0.097    11.5427   0.449408     -0.096     3.3083  1002.1276
 10/11/2019   16:49:09     -0.098    11.5717   0.269660     -0.097     1.9227  1001.0472
 10/11/2019   16:49:11      0.162    11.4799   2.571220      0.161    22.3631  1016.8939
 10/11/2019   16:49:13      0.942    11.4250   3.818527      0.935    33.7536  1025.7323
 10/11/2019   16:49:15      0.922    11.4234   3.819170      0.915    33.7614  1025.7386
 10/11/2019   16:49:17      0.931    11.4136   3.818624      0.924    33.7650  1025.7432
 10/11/2019   16:49:19      0.976    11.4096   3.818545      0.969    33.7679  1025.7463
 10/11/2019   16:49:21      0.932    11.4115   3.818879      0.925    33.7695  1025.7470
 10/11/2019   16:49:23      0.981    11.4207   3.819275      0.974    33.7649  1025.7420
 10/11/2019   16:49:25      0.978    11.4338   3.820042      0.970    33.7605  1025.7362
 10/11/2019   16:49:27      0.937    11.4430   3.820582      0.930    33.7575  1025.7320
 10/11/2019   16:49:29      0.985    11.4474   3.821158      0.977    33.7591  1025.7326
 10/11/2019   16:49:31      0.942    11.4506   3.821195      0.935    33.7565  1025.7298
 10/11/2019   16:49:33      0.961    11.4495   3.821311      0.954    33.7587  1025.7318
 10/11/2019   16:49:35      0.972    11.4508   3.821633      0.965    33.7607  1025.7332
 10/11/2019   16:49:37      0.955    11.4580   3.822223      0.948    33.7598  1025.7311
 10/11/2019   16:49:39      0.967    11.4503   3.820939      0.960    33.7542  1025.7282
 10/11/2019   16:49:41      0.976    11.4613   3.821210      0.968    33.7469  1025.7205
 10/11/2019   16:49:43      0.943    11.4550   3.820498      0.936    33.7457  1025.7206
 10/11/2019   16:49:45      0.995    11.4807   3.823137      0.988    33.7481  1025.7180
 10/11/2019   16:49:47      0.933    11.4923   3.824257      0.926    33.7486  1025.7160
 10/11/2019   16:49:49      0.967    11.4398   3.818914      0.960    33.7439  1025.7222
 10/11/2019   16:49:51      0.983    11.4307   3.818348      0.976    33.7466  1025.7260
 10/11/2019   16:49:53      0.974    11.4257   3.817831      0.967    33.7461  1025.7264
 10/11/2019   16:49:55      0.961    11.4570   3.820850      0.954    33.7472  1025.7216
 10/11/2019   16:49:57      0.898    11.4543   3.820598      0.892    33.7473  1025.7218
 10/11/2019   16:49:59      0.706    11.4519   3.820219      0.701    33.7458  1025.7203
 10/11/2019   16:50:01      0.837    11.4322   3.818401      0.831    33.7458  1025.7244
 10/11/2019   16:50:03      1.919    11.3895   3.814483      1.905    33.7458  1025.7371
 10/11/2019   16:50:05      2.923    11.3626   3.811919      2.901    33.7448  1025.7457
 10/11/2019   16:50:07      4.011    11.3371   3.809635      3.981    33.7451  1025.7555
 10/11/2019   16:50:09      5.145    11.3348   3.809477      5.106    33.7451  1025.7611
 10/11/2019   16:50:11      5.974    11.3376   3.809753      5.929    33.7449  1025.7642
 10/11/2019   16:50:13      7.250    11.3366   3.809748      7.196    33.7452  1025.7703
 10/11/2019   16:50:15      8.132    11.3190   3.808007      8.071    33.7438  1025.7764
 10/11/2019   16:50:17      9.321    11.3170   3.807875      9.251    33.7437  1025.7821
 10/11/2019   16:50:19     10.249    11.2817   3.804399     10.172    33.7414  1025.7909
 10/11/2019   16:50:21     10.600    11.2687   3.803418     10.521    33.7434  1025.7964
 10/11/2019   16:50:23     10.228    11.2984   3.806280     10.151    33.7446  1025.7903
 10/11/2019   16:50:25     10.038    11.2944   3.805695      9.962    33.7426  1025.7885
 10/11/2019   16:50:27      9.412    11.3076   3.807070      9.341    33.7444  1025.7847
 10/11/2019   16:50:29      8.543    11.3233   3.808513      8.479    33.7446  1025.7782
 10/11/2019   16:50:31      7.454    11.3241   3.808502      7.398    33.7443  1025.7728
 10/11/2019   16:50:33      6.648    11.3223   3.808290      6.598    33.7442  1025.7694
 10/11/2019   16:50:35      5.653    11.3234   3.808378      5.611    33.7445  1025.7650
 10/11/2019   16:50:37      4.621    11.3585   3.811666      4.586    33.7452  1025.7545
 10/11/2019   16:50:39      3.656    11.3836   3.813989      3.629    33.7456  1025.7458
 10/11/2019   16:50:41      2.744    11.3854   3.814041      2.723    33.7449  1025.7409
 10/11/2019   16:50:43      1.718    11.3825   3.813756      1.705    33.7452  1025.7370
 10/11/2019   16:50:45      0.804    11.3941   3.814789      0.798    33.7451  1025.7308
 10/11/2019   16:50:47     -0.027    11.4125   3.814109     -0.026    33.7220  1025.7056
 10/11/2019   16:50:49     -0.094    11.4140   2.490505     -0.093    21.4838  1016.2236
 10/11/2019   16:50:51     -0.101    11.4159   0.546519     -0.100     4.4792  1003.0511
