 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 07/28/2020   18:16:48     -0.178    14.9737   0.000002     -0.177     0.0059   999.1087
 07/28/2020   18:16:50     -0.178    14.9779   0.000005     -0.177     0.0078   999.1096
 07/28/2020   18:16:52     -0.179    14.9801   0.000004     -0.178     0.0079   999.1093
 07/28/2020   18:16:54     -0.178    14.9749   0.000005     -0.177     0.0059   999.1086
 07/28/2020   18:16:56     -0.179    14.9777   0.000039     -0.178     0.0041   999.1067
 07/28/2020   18:16:58     -0.179    14.9803   0.001868     -0.178     0.0299   999.1264
 07/28/2020   18:17:00      0.155    15.2166   3.259816      0.153    25.9127  1018.9462
 07/28/2020   18:17:02      1.088    15.1937   4.158040      1.079    33.6158  1024.8675
 07/28/2020   18:17:04      1.329    15.1455   4.152405      1.319    33.6062  1024.8717
 07/28/2020   18:17:06      1.356    15.1297   4.150552      1.346    33.6030  1024.8728
 07/28/2020   18:17:08      1.436    15.1242   4.150133      1.425    33.6039  1024.8751
 07/28/2020   18:17:10      1.440    15.1218   4.150409      1.430    33.6085  1024.8792
 07/28/2020   18:17:12      1.392    15.1146   4.149520      1.381    33.6066  1024.8791
 07/28/2020   18:17:14      1.357    15.1196   4.150036      1.347    33.6071  1024.8781
 07/28/2020   18:17:16      1.440    15.1121   4.149587      1.430    33.6094  1024.8819
 07/28/2020   18:17:18      1.362    15.1132   4.149207      1.352    33.6050  1024.8780
 07/28/2020   18:17:20      1.390    15.1110   4.149178      1.379    33.6066  1024.8798
 07/28/2020   18:17:22      1.380    15.1072   4.148946      1.370    33.6078  1024.8815
 07/28/2020   18:17:24      1.381    15.1091   4.148653      1.371    33.6035  1024.8778
 07/28/2020   18:17:26      1.337    15.1062   4.147575      1.327    33.5962  1024.8727
 07/28/2020   18:17:28      1.366    15.1026   4.147563      1.356    33.5993  1024.8759
 07/28/2020   18:17:30      1.418    15.0986   4.147237      1.407    33.5997  1024.8773
 07/28/2020   18:17:32      1.313    15.1014   4.144666      1.303    33.5741  1024.8565
 07/28/2020   18:17:34      1.373    15.0840   4.147500      1.363    33.6146  1024.8918
 07/28/2020   18:17:36      1.387    15.0710   4.146605      1.377    33.6178  1024.8971
 07/28/2020   18:17:38      1.344    15.0796   4.147569      1.334    33.6191  1024.8960
 07/28/2020   18:17:40      1.387    15.0872   4.148296      1.376    33.6191  1024.8947
 07/28/2020   18:17:42      1.423    15.0911   4.148768      1.412    33.6200  1024.8947
 07/28/2020   18:17:44      1.390    15.1026   4.149863      1.380    33.6201  1024.8920
 07/28/2020   18:17:46      1.426    15.0992   4.149471      1.415    33.6193  1024.8924
 07/28/2020   18:17:48      1.376    15.0881   4.148423      1.366    33.6195  1024.8947
 07/28/2020   18:17:50      1.389    15.0917   4.148913      1.378    33.6208  1024.8950
 07/28/2020   18:17:52      1.385    15.0963   4.149236      1.374    33.6198  1024.8932
 07/28/2020   18:17:54      1.393    15.0991   4.149263      1.383    33.6176  1024.8909
 07/28/2020   18:17:56      1.356    15.1068   4.150192      1.346    33.6194  1024.8904
 07/28/2020   18:17:58      1.370    15.1052   4.150061      1.360    33.6196  1024.8910
 07/28/2020   18:18:00      1.378    15.1016   4.149752      1.368    33.6199  1024.8920
 07/28/2020   18:18:02      1.354    15.0994   4.149513      1.344    33.6196  1024.8922
 07/28/2020   18:18:04      1.364    15.0954   4.149179      1.354    33.6201  1024.8935
 07/28/2020   18:18:06      0.968    15.1051   4.148181      0.960    33.6028  1024.8763
 07/28/2020   18:18:08      0.646    15.1715   4.156061      0.641    33.6172  1024.8714
 07/28/2020   18:18:10      0.809    15.1889   4.157658      0.802    33.6165  1024.8679
 07/28/2020   18:18:12      1.626    15.0664   4.146817      1.614    33.6235  1024.9036
 07/28/2020   18:18:14      2.555    14.8681   4.124971      2.536    33.5957  1024.9294
 07/28/2020   18:18:16      3.627    14.8304   4.121731      3.600    33.5983  1024.9443
 07/28/2020   18:18:18      4.531    14.8096   4.119428      4.497    33.5949  1024.9502
 07/28/2020   18:18:20      5.560    14.7766   4.116402      5.519    33.5955  1024.9623
 07/28/2020   18:18:22      6.417    14.6592   4.105129      6.368    33.5937  1024.9899
 07/28/2020   18:18:24      7.490    14.4997   4.091750      7.433    33.6090  1025.0406
 07/28/2020   18:18:26      8.497    14.4561   4.089138      8.433    33.6225  1025.0648
 07/28/2020   18:18:28      9.583    14.4242   4.086291      9.511    33.6237  1025.0772
 07/28/2020   18:18:30     10.427    14.4055   4.084698     10.349    33.6249  1025.0859
 07/28/2020   18:18:32     11.578    14.3593   4.081253     11.491    33.6330  1025.1071
 07/28/2020   18:18:34     12.404    14.3164   4.078142     12.311    33.6413  1025.1262
 07/28/2020   18:18:36     13.476    14.2226   4.070147     13.375    33.6490  1025.1567
 07/28/2020   18:18:38     14.546    14.2170   4.069945     14.437    33.6515  1025.1646
 07/28/2020   18:18:40     15.390    14.1447   4.063796     15.274    33.6575  1025.1882
 07/28/2020   18:18:42     16.304    13.9063   4.043538     16.181    33.6780  1025.2578
 07/28/2020   18:18:44     17.120    13.1317   3.972703     16.991    33.6972  1025.4339
 07/28/2020   18:18:46     17.309    12.9630   3.959307     17.178    33.7202  1025.4864
 07/28/2020   18:18:48     16.738    13.1255   3.974985     16.612    33.7245  1025.4547
 07/28/2020   18:18:50     16.039    13.4186   3.999982     15.919    33.7005  1025.3739
 07/28/2020   18:18:52     15.195    13.8309   4.035847     15.081    33.6730  1025.2644
 07/28/2020   18:18:54     14.425    14.0509   4.054753     14.316    33.6562  1025.2025
 07/28/2020   18:18:56     13.574    14.1621   4.064665     13.472    33.6511  1025.1715
 07/28/2020   18:18:58     12.368    14.2651   4.073449     12.275    33.6428  1025.1380
 07/28/2020   18:19:00     11.793    14.3530   4.080404     11.705    33.6306  1025.1075
 07/28/2020   18:19:02     10.816    14.3702   4.081512     10.735    33.6261  1025.0961
 07/28/2020   18:19:04      9.892    14.4026   4.084188      9.817    33.6230  1025.0826
 07/28/2020   18:19:06      9.048    14.4256   4.086057      8.981    33.6205  1025.0721
 07/28/2020   18:19:08      8.159    14.4356   4.087096      8.097    33.6217  1025.0670
 07/28/2020   18:19:10      7.152    14.4607   4.088916      7.098    33.6170  1025.0535
 07/28/2020   18:19:12      6.220    14.5894   4.099272      6.173    33.6007  1025.0093
 07/28/2020   18:19:14      5.278    14.6978   4.108778      5.238    33.5941  1024.9769
 07/28/2020   18:19:16      4.547    14.7605   4.114797      4.513    33.5952  1024.9610
 07/28/2020   18:19:18      3.604    14.7947   4.117632      3.577    33.5919  1024.9469
 07/28/2020   18:19:20      2.745    14.8218   4.120672      2.725    33.5965  1024.9408
 07/28/2020   18:19:22      1.915    14.9058   4.129689      1.901    33.6063  1024.9265
 07/28/2020   18:19:24      1.019    15.0185   4.141043      1.011    33.6126  1024.9029
 07/28/2020   18:19:26      0.157    15.2019   4.157775      0.156    33.6067  1024.8546
 07/28/2020   18:19:28     -0.171    15.1456   4.138897     -0.170    33.4854  1024.7721
 07/28/2020   18:19:30     -0.177    15.0808   0.776641     -0.176     5.4800  1003.3037
 07/28/2020   18:19:32     -0.177    15.0582   0.493844     -0.177     3.3366  1001.6638
 07/28/2020   18:19:34     -0.177    15.0270   0.420954     -0.176     2.8169  1001.2693
 07/28/2020   18:19:36     -0.177    14.9949   0.366643     -0.176     2.4349  1000.9804
 07/28/2020   18:19:38     -0.176    14.9390   0.261024     -0.175     1.7011  1000.4241
 07/28/2020   18:19:40     -0.176    14.8728   0.203352     -0.175     1.3092  1000.1320
 07/28/2020   18:19:42     -0.175    14.8200   0.332026     -0.174     2.2025  1000.8286
 07/28/2020   18:19:44     -0.176    14.7720   0.260336     -0.175     1.7261  1000.4688
 07/28/2020   18:19:45     -0.175 -9.990e-29   0.228014     -0.174 -9.990e-29 -9.990e-29
