 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 09/20/2019   17:30:14      0.710    12.5851   3.321363      0.705    28.4419  1021.4147
 09/20/2019   17:30:16      1.239    12.3419   3.910956      1.230    33.8214  1025.6140
 09/20/2019   17:30:18      1.364    12.2316   3.904583      1.354    33.8595  1025.6654
 09/20/2019   17:30:20      1.337    12.2978   3.910698      1.327    33.8586  1025.6519
 09/20/2019   17:30:22      1.354    12.3043   3.907276      1.344    33.8197  1025.6205
 09/20/2019   17:30:24      1.378    12.3121   3.908146      1.368    33.8211  1025.6202
 09/20/2019   17:30:26      1.327    12.2980   3.907656      1.317    33.8291  1025.6289
 09/20/2019   17:30:28      1.360    12.3169   3.908642      1.350    33.8215  1025.6196
 09/20/2019   17:30:30      1.402    12.3293   3.910416      1.391    33.8274  1025.6219
 09/20/2019   17:30:32      1.319    12.3293   3.909079      1.309    33.8145  1025.6115
 09/20/2019   17:30:34      1.313    12.3205   3.909577      1.303    33.8273  1025.6231
 09/20/2019   17:30:36      1.390    12.2905   3.907223      1.380    33.8317  1025.6326
 09/20/2019   17:30:38      1.353    12.3747   3.912220      1.343    33.8039  1025.5947
 09/20/2019   17:30:40      1.327    12.4187   3.914328      1.317    33.7845  1025.5711
 09/20/2019   17:30:42      1.363    12.4653   3.916619      1.352    33.7646  1025.5468
 09/20/2019   17:30:44      1.348    12.4659   3.917417      1.338    33.7718  1025.5522
 09/20/2019   17:30:46      1.354    12.4905   3.919238      1.344    33.7671  1025.5439
 09/20/2019   17:30:48      1.434    12.3851   3.914712      1.424    33.8184  1025.6043
 09/20/2019   17:30:50      1.502    12.3923   3.914857      1.491    33.8134  1025.5994
 09/20/2019   17:30:52      1.666    12.3512   3.909323      1.654    33.7970  1025.5953
 09/20/2019   17:30:54      1.451    12.3297   3.908966      1.440    33.8130  1025.6109
 09/20/2019   17:30:56      0.950    12.3167   3.907481      0.943    33.8107  1025.6094
 09/20/2019   17:30:58      0.521    12.2590   3.898851      0.517    33.7796  1025.5943
 09/20/2019   17:31:00      0.194    12.1341   3.880914      0.193    33.7191  1025.5698
 09/20/2019   17:31:02     -0.144    12.1627   2.517762     -0.143    21.3913  1016.0318
 09/20/2019   17:31:04     -0.140    12.1979   0.765629     -0.139     5.7720  1003.9540
 09/20/2019   17:31:06     -0.141    12.2576   3.565624     -0.140    30.6205  1023.1446
 09/20/2019   17:31:08     -0.138    12.2762   2.271107     -0.137    18.9198  1014.0982
 09/20/2019   17:31:10     -0.138    12.2884   0.550636     -0.137     4.0418  1002.6043
 09/20/2019   17:31:12     -0.139    12.3034   2.147295     -0.138    17.8517  1013.2684
 09/20/2019   17:31:14     -0.140    12.3242   2.225854     -0.139    18.4985  1013.7614
 09/20/2019   17:31:16     -0.141    12.3452   2.770479     -0.140    23.0965  1017.3060
 09/20/2019   17:31:18     -0.140    12.3568   1.009100     -0.139     7.8160  1005.5109
 09/20/2019   17:31:20     -0.140    12.3671   0.445396     -0.139     3.2076  1001.9489
 09/20/2019   17:31:22     -0.140    12.3771   0.457743     -0.139     3.3076  1002.0248
 09/20/2019   17:31:24     -0.140    12.3859   0.849349     -0.139     6.5154  1004.5010
 09/20/2019   17:31:26     -0.141    12.3941   0.668682     -0.140     5.0155  1003.3419
