 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 06/23/2020   19:36:17     -0.133    12.8061   0.417484     -0.132     3.3135  1001.9631
 06/23/2020   19:36:19      0.514    12.8615   3.921567      0.510    33.4632  1025.2325
 06/23/2020   19:36:21      0.762    12.8427   3.982408      0.757    34.0549  1025.6953
 06/23/2020   19:36:23      0.750    12.7893   3.974414      0.744    34.0268  1025.6840
 06/23/2020   19:36:25      0.730    12.7472   3.969922      0.725    34.0219  1025.6884
 06/23/2020   19:36:27      0.690    12.7567   3.969834      0.684    34.0125  1025.6791
 06/23/2020   19:36:29      0.652    12.7472   3.966640      0.647    33.9905  1025.6638
 06/23/2020   19:36:31      0.656    12.7390   3.966638      0.652    33.9980  1025.6712
 06/23/2020   19:36:33      0.649    12.7404   3.967991      0.644    34.0096  1025.6799
 06/23/2020   19:36:35      0.640    12.7487   3.969928      0.635    34.0206  1025.6868
 06/23/2020   19:36:37      0.660    12.7691   3.971956      0.655    34.0216  1025.6836
 06/23/2020   19:36:39      0.659    12.7930   3.972907      0.655    34.0091  1025.6692
 06/23/2020   19:36:41      0.645    12.8025   3.974137      0.640    34.0123  1025.6697
 06/23/2020   19:36:43      0.631    12.8203   3.975599      0.626    34.0103  1025.6646
 06/23/2020   19:36:45      0.567    12.8344   3.976130      0.563    34.0026  1025.6556
 06/23/2020   19:36:47      0.474    12.8387   3.976427      0.471    34.0016  1025.6535
 06/23/2020   19:36:49      0.383    12.8494   3.977545      0.380    34.0027  1025.6519
 06/23/2020   19:36:51      0.378    12.8626   3.960457      0.375    33.8284  1025.5142
 06/23/2020   19:36:53      0.347    12.8670   3.905675      0.345    33.3041  1025.1071
 06/23/2020   19:36:55      0.355    12.8685   3.977478      0.352    33.9849  1025.6341
 06/23/2020   19:36:57      0.381    12.8420   3.972558      0.378    33.9617  1025.6215
 06/23/2020   19:36:59      0.377    12.8381   3.973026      0.374    33.9697  1025.6285
 06/23/2020   19:37:01      0.402    12.8368   3.973494      0.399    33.9754  1025.6333
 06/23/2020   19:37:03      0.446    12.8311   3.973624      0.442    33.9817  1025.6395
 06/23/2020   19:37:05      0.527    12.8312   3.973903      0.523    33.9842  1025.6418
 06/23/2020   19:37:07      0.582    12.8151   3.973799      0.578    33.9977  1025.6557
 06/23/2020   19:37:09      0.651    12.8070   3.973949      0.646    34.0065  1025.6643
 06/23/2020   19:37:11      0.712    12.8077   3.974085      0.706    34.0070  1025.6649
 06/23/2020   19:37:13      0.727    12.8092   3.973887      0.721    34.0039  1025.6622
 06/23/2020   19:37:15      0.757    12.8107   3.974354      0.751    34.0070  1025.6645
 06/23/2020   19:37:17      0.757    12.8155   3.974359      0.752    34.0027  1025.6602
 06/23/2020   19:37:19      0.773    12.8202   3.974219      0.768    33.9971  1025.6550
 06/23/2020   19:37:21      0.724    12.8118   3.974248      0.718    34.0049  1025.6625
 06/23/2020   19:37:23      0.694    12.8136   3.974134      0.689    34.0022  1025.6599
 06/23/2020   19:37:25      0.725    12.8083   3.974235      0.720    34.0080  1025.6656
 06/23/2020   19:37:27      0.727    12.8141   3.974204      0.722    34.0025  1025.6602
 06/23/2020   19:37:29      0.709    12.8081   3.974034      0.704    34.0063  1025.6642
 06/23/2020   19:37:31      0.709    12.7969   3.973767      0.704    34.0138  1025.6723
 06/23/2020   19:37:33      0.758    12.8059   3.973871      0.752    34.0066  1025.6652
 06/23/2020   19:37:35      0.728    12.8028   3.972986      0.723    34.0010  1025.6613
 06/23/2020   19:37:37      0.748    12.8148   3.972608      0.742    33.9866  1025.6478
 06/23/2020   19:37:39      0.553    12.8252   3.972896      0.549    33.9800  1025.6399
 06/23/2020   19:37:41      0.483    12.8309   3.973182      0.479    33.9777  1025.6365
 06/23/2020   19:37:43      0.193    12.8396   3.972604      0.192    33.9645  1025.6233
 06/23/2020   19:37:45      0.092    12.8464   3.972404      0.092    33.9565  1025.6153
 06/23/2020   19:37:47      0.174    12.8532   3.972384      0.173    33.9501  1025.6094
 06/23/2020   19:37:49      0.497    12.8391   3.972979      0.493    33.9683  1025.6278
 06/23/2020   19:37:51      0.787    12.8025   3.971736      0.781    33.9893  1025.6525
 06/23/2020   19:37:53      1.832    12.7374   3.966795      1.818    34.0004  1025.6786
 06/23/2020   19:37:55      2.891    12.6900   3.962586      2.869    34.0025  1025.6943
 06/23/2020   19:37:57      3.909    12.6476   3.956788      3.880    33.9848  1025.6935
 06/23/2020   19:37:59      5.091    12.3909   3.934512      5.053    34.0024  1025.7622
 06/23/2020   19:38:01      5.777    12.0518   3.903855      5.734    34.0140  1025.8394
 06/23/2020   19:38:03      5.524    12.0779   3.906824      5.483    34.0190  1025.8372
 06/23/2020   19:38:05      5.558    12.0265   3.900142      5.516    34.0011  1025.8332
 06/23/2020   19:38:07      4.898    12.0211   3.899776      4.861    34.0026  1025.8325
 06/23/2020   19:38:09      4.005    12.0653   3.906051      3.974    34.0237  1025.8364
 06/23/2020   19:38:11      2.939    12.1857   3.908876      2.917    33.9421  1025.7453
 06/23/2020   19:38:13      1.837    12.2277   3.911870      1.824    33.9333  1025.7255
 06/23/2020   19:38:15      0.931    12.1969   3.910372      0.924    33.9471  1025.7381
 06/23/2020   19:38:17      0.016    12.2348   3.917739      0.015    33.9843  1025.7556
 06/23/2020   19:38:19     -0.165    12.4189   1.413093     -0.164    11.4027  1008.2733
 06/23/2020   19:38:21     -0.163    12.4188   0.516970     -0.162     3.8704  1002.4554
