 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 06/23/2020   19:17:51     -0.112    13.1158   0.154655     -0.111     1.0294  1000.1643
 06/23/2020   19:17:53      0.248    13.0429   2.963498      0.246    25.1356  1018.7720
 06/23/2020   19:17:55      0.874    13.0156   3.886625      0.867    32.9989  1024.8444
 06/23/2020   19:17:57      0.867    13.0010   4.002407      0.860    34.1028  1025.7015
 06/23/2020   19:17:59      0.852    12.9939   4.002832      0.846    34.1131  1025.7108
 06/23/2020   19:18:01      0.890    13.0315   4.006174      0.884    34.1110  1025.7018
 06/23/2020   19:18:03      0.889    13.0007   4.002041      0.882    34.0995  1025.6991
 06/23/2020   19:18:05      0.854    12.9789   3.999369      0.847    34.0937  1025.6988
 06/23/2020   19:18:07      0.907    12.9572   3.998089      0.900    34.1011  1025.7091
 06/23/2020   19:18:09      0.858    12.9159   3.992707      0.851    34.0870  1025.7062
 06/23/2020   19:18:11      0.901    12.8724   3.989272      0.894    34.0935  1025.7200
 06/23/2020   19:18:13      0.905    12.8338   3.985138      0.899    34.0890  1025.7241
 06/23/2020   19:18:15      0.855    12.8013   3.982596      0.849    34.0941  1025.7343
 06/23/2020   19:18:17      0.884    12.7834   3.979858      0.878    34.0841  1025.7302
 06/23/2020   19:18:19      0.884    12.8053   3.977215      0.878    34.0390  1025.6910
 06/23/2020   19:18:21      0.845    12.8145   3.976852      0.839    34.0273  1025.6799
 06/23/2020   19:18:23      0.914    12.7924   3.975590      0.908    34.0352  1025.6907
 06/23/2020   19:18:25      0.868    12.7990   3.975026      0.861    34.0239  1025.6804
 06/23/2020   19:18:27      0.888    12.7902   3.972767      0.881    34.0102  1025.6716
 06/23/2020   19:18:29      0.935    12.7563   3.972778      0.928    34.0409  1025.7023
 06/23/2020   19:18:31      0.921    12.7084   3.961082      0.914    33.9722  1025.6584
 06/23/2020   19:18:33      0.881    12.6996   3.963160      0.874    34.0001  1025.6816
 06/23/2020   19:18:35      0.962    12.7133   3.966057      0.954    34.0154  1025.6911
 06/23/2020   19:18:37      0.966    12.7196   3.967498      0.959    34.0235  1025.6961
 06/23/2020   19:18:39      0.905    12.7243   3.968658      0.899    34.0304  1025.7003
 06/23/2020   19:18:41      0.933    12.7314   3.969389      0.926    34.0309  1025.6995
 06/23/2020   19:18:43      0.920    12.7348   3.969583      0.913    34.0298  1025.6978
 06/23/2020   19:18:45      0.944    12.7330   3.970166      0.937    34.0369  1025.7038
 06/23/2020   19:18:47      0.731    12.7368   3.970017      0.725    34.0321  1025.6985
 06/23/2020   19:18:49      0.644    12.7440   3.970484      0.639    34.0301  1025.6951
 06/23/2020   19:18:51      0.649    12.7472   3.970773      0.644    34.0301  1025.6944
 06/23/2020   19:18:53      0.305    12.7795   3.970813      0.302    34.0014  1025.6643
 06/23/2020   19:18:55      0.055    12.8244   3.971526      0.054    33.9679  1025.6283
 06/23/2020   19:18:57     -0.055    12.8817   3.972660     -0.055    33.9273  1025.5851
 06/23/2020   19:18:59     -0.045    12.8805   3.973482     -0.045    33.9361  1025.5922
 06/23/2020   19:19:01      0.028    12.8813   3.974239      0.028    33.9426  1025.5974
 06/23/2020   19:19:03      0.599    12.8335   3.971214      0.595    33.9565  1025.6202
 06/23/2020   19:19:05      0.690    12.8107   3.971075      0.685    33.9757  1025.6399
 06/23/2020   19:19:07      0.657    12.8060   3.972952      0.652    33.9979  1025.6579
 06/23/2020   19:19:09      0.695    12.7882   3.972850      0.690    34.0129  1025.6732
 06/23/2020   19:19:11      1.445    12.6829   3.968208      1.435    34.0633  1025.7364
 06/23/2020   19:19:13      2.462    12.4933   3.951090      2.444    34.0703  1025.7834
 06/23/2020   19:19:15      3.525    12.4277   3.943668      3.498    34.0579  1025.7913
 06/23/2020   19:19:17      4.615    12.4046   3.942121      4.580    34.0636  1025.8050
 06/23/2020   19:19:19      5.645    12.3933   3.938703      5.603    34.0404  1025.7939
 06/23/2020   19:19:21      6.437    12.2941   3.928171      6.389    34.0286  1025.8074
 06/23/2020   19:19:23      7.679    12.0883   3.908498      7.621    34.0249  1025.8495
 06/23/2020   19:19:25      8.651    11.9482   3.893475      8.586    34.0063  1025.8660
 06/23/2020   19:19:27      9.396    11.8577   3.884576      9.325    34.0019  1025.8830
 06/23/2020   19:19:29     10.699    11.8124   3.880060     10.618    33.9987  1025.8949
 06/23/2020   19:19:31     11.620    11.7992   3.878564     11.532    33.9958  1025.8992
 06/23/2020   19:19:33     12.417    11.7734   3.875983     12.324    33.9938  1025.9061
 06/23/2020   19:19:35     13.560    11.7592   3.876605     13.458    34.0124  1025.9283
 06/23/2020   19:19:37     13.946    11.7692   3.878314     13.842    34.0198  1025.9339
 06/23/2020   19:19:39     14.460    11.7703   3.878912     14.351    34.0245  1025.9397
 06/23/2020   19:19:41     14.782    11.7591   3.873857     14.671    33.9851  1025.9126
 06/23/2020   19:19:43     14.718    11.7379   3.871319     14.607    33.9797  1025.9122
 06/23/2020   19:19:45     14.378    11.7338   3.870939     14.270    33.9798  1025.9115
 06/23/2020   19:19:47     14.084    11.7365   3.870919     13.978    33.9773  1025.9077
 06/23/2020   19:19:49     13.392    11.7405   3.871097     13.291    33.9757  1025.9026
 06/23/2020   19:19:51     12.535    11.7515   3.872060     12.440    33.9754  1025.8964
 06/23/2020   19:19:53     11.679    11.7630   3.873040     11.592    33.9749  1025.8900
 06/23/2020   19:19:55     10.845    11.7819   3.874631     10.763    33.9735  1025.8816
 06/23/2020   19:19:57      9.954    11.8011   3.876331      9.879    33.9729  1025.8736
 06/23/2020   19:19:59      8.928    11.8124   3.877342      8.861    33.9729  1025.8669
 06/23/2020   19:20:01      8.247    11.8220   3.878085      8.185    33.9717  1025.8611
 06/23/2020   19:20:03      7.101    11.8769   3.882586      7.048    33.9659  1025.8411
 06/23/2020   19:20:05      6.218    11.9345   3.887993      6.171    33.9665  1025.8267
 06/23/2020   19:20:07      5.184    11.9763   3.891297      5.146    33.9610  1025.8099
 06/23/2020   19:20:09      4.385    12.0152   3.894087      4.352    33.9530  1025.7927
 06/23/2020   19:20:11      3.391    12.1242   3.901746      3.366    33.9285  1025.7486
 06/23/2020   19:20:13      2.265    12.2234   3.906915      2.248    33.8891  1025.6939
 06/23/2020   19:20:15      1.376    12.2972   3.908742      1.366    33.8403  1025.6380
 06/23/2020   19:20:17      0.380    12.3471   3.910038      0.377    33.8081  1025.5990
 06/23/2020   19:20:19     -0.161    12.1073   3.911348     -0.160    34.0398  1025.8222
 06/23/2020   19:20:21     -0.164    12.0395   1.403145     -0.163    11.2941  1008.2437
 06/23/2020   19:20:23     -0.164    12.0469   0.625668     -0.163     4.9674  1003.3519
