 mm/dd/yyyy   hh:mm:ss       PrdM     Tv290C      C0S/m      DepSM      Sal00  Density00
 10/11/2019   16:53:11      0.257    11.3704   2.137186      0.255    18.6458  1014.0345
 10/11/2019   16:53:13      1.014    11.2261   3.797320      1.006    33.7263  1025.7476
 10/11/2019   16:53:15      1.039    11.2147   3.797854      1.031    33.7420  1025.7620
 10/11/2019   16:53:17      1.117    11.2057   3.798596      1.109    33.7576  1025.7761
 10/11/2019   16:53:19      1.115    11.2068   3.799052      1.107    33.7611  1025.7786
 10/11/2019   16:53:21      1.124    11.2120   3.799385      1.116    33.7596  1025.7766
 10/11/2019   16:53:23      1.083    11.2169   3.799413      1.075    33.7554  1025.7722
 10/11/2019   16:53:25      1.131    11.2187   3.799955      1.123    33.7591  1025.7750
 10/11/2019   16:53:27      1.057    11.2212   3.800219      1.049    33.7594  1025.7745
 10/11/2019   16:53:29      0.686    11.2125   3.798822      0.681    33.7537  1025.7699
 10/11/2019   16:53:31      0.711    11.2160   3.799347      0.706    33.7557  1025.7709
 10/11/2019   16:53:33      0.683    11.2214   3.799621      0.678    33.7535  1025.7681
 10/11/2019   16:53:35      0.709    11.2259   3.799857      0.703    33.7518  1025.7661
 10/11/2019   16:53:37      0.674    11.2256   3.799574      0.669    33.7493  1025.7640
 10/11/2019   16:53:39      0.660    11.2226   3.799261      0.655    33.7488  1025.7642
 10/11/2019   16:53:41      0.684    11.2253   3.799501      0.679    33.7487  1025.7637
 10/11/2019   16:53:43      0.691    11.2289   3.799758      0.686    33.7480  1025.7625
 10/11/2019   16:53:45      0.705    11.2296   3.799781      0.700    33.7475  1025.7621
 10/11/2019   16:53:47      0.649    11.2321   3.799848      0.644    33.7459  1025.7601
 10/11/2019   16:53:49      0.704    11.2330   3.800012      0.699    33.7468  1025.7609
 10/11/2019   16:53:51      0.699    11.2338   3.800044      0.694    33.7463  1025.7604
 10/11/2019   16:53:53      0.698    11.2300   3.800035      0.692    33.7497  1025.7636
 10/11/2019   16:53:55      0.668    11.2199   3.798658      0.663    33.7453  1025.7619
 10/11/2019   16:53:57      0.710    11.1955   3.795716      0.704    33.7386  1025.7614
 10/11/2019   16:53:59      0.675    11.1992   3.796127      0.670    33.7393  1025.7610
 10/11/2019   16:54:01      0.814    11.1927   3.795540      0.808    33.7394  1025.7629
 10/11/2019   16:54:03      1.774    11.1722   3.793648      1.761    33.7390  1025.7707
 10/11/2019   16:54:05      2.774    11.1690   3.793442      2.753    33.7395  1025.7761
 10/11/2019   16:54:07      3.849    11.1670   3.793314      3.820    33.7395  1025.7814
 10/11/2019   16:54:09      4.963    11.1667   3.793318      4.926    33.7394  1025.7863
 10/11/2019   16:54:11      6.006    11.1669   3.793391      5.960    33.7395  1025.7911
 10/11/2019   16:54:13      6.994    11.1651   3.793270      6.941    33.7395  1025.7959
 10/11/2019   16:54:15      7.977    11.1620   3.793049      7.917    33.7398  1025.8011
 10/11/2019   16:54:17      7.999    11.1647   3.793319      7.939    33.7399  1025.8007
 10/11/2019   16:54:19      7.808    11.1660   3.793416      7.750    33.7397  1025.7996
 10/11/2019   16:54:21      7.630    11.1655   3.793343      7.572    33.7396  1025.7987
 10/11/2019   16:54:23      6.730    11.1659   3.793325      6.679    33.7394  1025.7944
 10/11/2019   16:54:25      5.773    11.1673   3.793427      5.729    33.7396  1025.7900
 10/11/2019   16:54:27      4.777    11.1664   3.793256      4.741    33.7391  1025.7853
 10/11/2019   16:54:29      3.842    11.1667   3.793246      3.813    33.7392  1025.7811
 10/11/2019   16:54:31      2.842    11.1667   3.793200      2.821    33.7391  1025.7765
 10/11/2019   16:54:33      1.876    11.1666   3.793136      1.862    33.7390  1025.7721
 10/11/2019   16:54:35      0.848    11.1682   3.793180      0.841    33.7384  1025.7667
 10/11/2019   16:54:37     -0.003    11.1782   3.791915     -0.003    33.7171  1025.7445
 10/11/2019   16:54:39     -0.096    11.1911   2.666088     -0.095    23.1446  1017.5438
 10/11/2019   16:54:41     -0.095    11.1981   0.555009     -0.094     4.1849  1002.8479
 10/11/2019   16:54:43     -0.095    11.2092   0.447651     -0.094     3.3245  1002.1783
 10/11/2019   16:54:45     -0.095    11.2181   0.391429     -0.094     3.0504  1001.9643
